Column1,Method,NumSimulationScenario,Distribution,TravelCov,ScenarioCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
23,Deterministic ,10000,normal,0.25,0.1,16,8,67.95679283,60,1,3,0.98,0,0,0,54.7448,3.563,0.9993,0.5818,258,"[(30, 0.33130000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (37, 0.9877), (38, 0.9996), (39, 0.7021), (43, 0.6278), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.32210000000000005), (47, 0.3788), (48, 0.7534), (49, 0.42490000000000006), (50, 0.28769999999999996), (51, 0.5848), (52, 0.5213), (53, 0.8779), (54, 0.40900000000000003), (55, 0.5904), (56, 0.42400000000000004), (57, 0.9682), (58, 0.4937), (59, 0.879)]",0.61752963,0.2877,16,0.148148148,0,4,4,27
24,Deterministic ,10000,normal,0.25,0.1,18,8,87.73383594,60,1,3,0.98,0,0,0,56.8511,7.4697,0.9992,0.5779,309,"[(30, 0.32120000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.3879), (37, 0.9877), (38, 0.9996), (39, 0.7021), (42, 0.45209999999999995), (43, 0.8093), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.6242), (47, 0.7152000000000001), (48, 0.3851), (49, 0.5506), (50, 0.44710000000000005), (51, 0.6274), (52, 0.4405), (53, 0.8779), (54, 0.493), (55, 0.5373), (56, 0.38160000000000005), (57, 0.6763), (58, 0.4937), (59, 0.8757)]",0.620696429,0.3212,18,0.142857143,0,4,4,28
25,Deterministic ,10000,normal,0.25,0.1,18,8,90.25583601,60,1,3,0.98,0,0,0,56.8511,7.4697,0.9992,0.5779,309,"[(30, 0.32120000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.3879), (37, 0.9877), (38, 0.9996), (39, 0.7021), (42, 0.45209999999999995), (43, 0.8093), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.6242), (47, 0.7152000000000001), (48, 0.3851), (49, 0.5506), (50, 0.44710000000000005), (51, 0.6274), (52, 0.4405), (53, 0.8779), (54, 0.493), (55, 0.5373), (56, 0.38160000000000005), (57, 0.6763), (58, 0.4937), (59, 0.8757)]",0.620696429,0.3212,18,0.142857143,0,4,4,28
26,EVT,10000,normal,0.25,0.1,14,8,122.5013418,57,1,3,2.05,0,0.25,0.1,0.3018,0.0095,0.2153,0.0056,50,"[(30, 0.984), (31, 0.9826), (34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (46, 0.9984), (47, 0.9661), (48, 0.9646), (50, 0.9779), (52, 0.9701), (53, 1.0), (54, 0.9809), (56, 1.0), (57, 0.9943), (58, 0.9923), (59, 1.0)]",0.983527778,0.9646,11,0.722222222,8,5,13,18
27,Deterministic ,10000,normal,0.25,0.1,12,8,5.589430094,59,1,3,0.98,0,0,0,28.4191,1.6078,0.9839,0.2878,208,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (43, 0.6278), (44, 0.6375), (47, 0.6845), (48, 0.7534), (49, 0.3286), (50, 0.4937), (52, 0.9513), (53, 0.37570000000000003), (54, 0.9997), (55, 0.469), (56, 0.698), (57, 0.9682), (58, 0.5467), (59, 0.879)]",0.670584211,0.2971,11,0.157894737,1,2,3,19
28,EVT,10000,normal,0.25,0.1,16,8,234.9750459,58,1,3,2.05,0,0.25,0.1,0.4608,0.019,0.2503,0.0082,52,"[(30, 0.9844), (31, 0.9826), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (45, 0.994), (46, 1.0), (47, 1.0), (48, 0.9646), (49, 0.9916), (50, 0.9929), (52, 0.9567), (53, 1.0), (54, 0.9697), (55, 0.9668), (56, 1.0), (57, 0.9943), (58, 0.9828), (59, 1.0)]",0.984386364,0.9567,14,0.727272727,10,6,16,22
29,EVT,10000,normal,0.25,0.1,10,8,38.59994197,58,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,8,0.769230769,7,3,10,13
30,Deterministic ,10000,normal,0.25,0.1,10,8,3.788900852,59,1,3,0.98,0,0,0,45.6285,3.836,0.9907,0.4106,289,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (32, 0.4555), (33, 0.6049), (34, 0.9999), (35, 1.0), (36, 0.5105), (43, 0.6796), (44, 0.6375), (45, 0.881), (49, 0.3286), (50, 0.7402), (52, 0.3598), (53, 0.37570000000000003), (54, 0.4999), (55, 0.5014000000000001), (56, 1.0), (57, 0.9682), (58, 0.39580000000000004), (59, 0.6376999999999999)]",0.619435,0.2971,9,0.15,1,2,3,20
31,EVT,10000,normal,0.25,0.1,18,8,996.6250591,57,1,3,2.05,0,0.25,0.1,0.5251,0.0251,0.2361,0.0097,50,"[(30, 0.9872), (31, 0.9711), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 1.0), (36, 0.9821), (42, 0.9895), (43, 0.9827), (44, 0.976), (45, 0.994), (47, 0.9947), (48, 0.9919), (49, 0.9916), (50, 0.9914), (52, 0.9567), (53, 0.9968), (54, 0.9798), (55, 0.9668), (56, 0.9718), (57, 0.964), (59, 1.0)]",0.984040909,0.9567,15,0.772727273,11,6,17,22
32,Deterministic ,10000,normal,0.25,0.1,16,8,63.17317009,60,1,3,0.98,0,0,0,54.7448,3.563,0.9993,0.5818,258,"[(30, 0.33130000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (37, 0.9877), (38, 0.9996), (39, 0.7021), (43, 0.6278), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.32210000000000005), (47, 0.3788), (48, 0.7534), (49, 0.42490000000000006), (50, 0.28769999999999996), (51, 0.5848), (52, 0.5213), (53, 0.8779), (54, 0.40900000000000003), (55, 0.5904), (56, 0.42400000000000004), (57, 0.9682), (58, 0.4937), (59, 0.879)]",0.61752963,0.2877,16,0.148148148,0,4,4,27
33,Deterministic ,10000,normal,0.25,0.1,16,8,65.10286903,60,1,3,0.98,0,0,0,54.7448,3.563,0.9993,0.5818,258,"[(30, 0.33130000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (37, 0.9877), (38, 0.9996), (39, 0.7021), (43, 0.6278), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.32210000000000005), (47, 0.3788), (48, 0.7534), (49, 0.42490000000000006), (50, 0.28769999999999996), (51, 0.5848), (52, 0.5213), (53, 0.8779), (54, 0.40900000000000003), (55, 0.5904), (56, 0.42400000000000004), (57, 0.9682), (58, 0.4937), (59, 0.879)]",0.61752963,0.2877,16,0.148148148,0,4,4,27
34,EVT,10000,normal,0.25,0.1,8,8,19.02042198,59,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,7,0.769230769,6,4,10,13
35,EVT,10000,normal,0.25,0.1,8,8,19.63529491,59,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,7,0.769230769,6,4,10,13
36,EVT,10000,normal,0.25,0.1,8,8,19.933038,59,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,7,0.769230769,6,4,10,13
37,EVT,10000,normal,0.25,0.1,10,8,38.98986292,58,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,8,0.769230769,7,3,10,13
38,EVT,10000,normal,0.25,0.1,16,8,229.581053,58,1,3,2.05,0,0.25,0.1,0.4608,0.019,0.2503,0.0082,52,"[(30, 0.9844), (31, 0.9826), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (45, 0.994), (46, 1.0), (47, 1.0), (48, 0.9646), (49, 0.9916), (50, 0.9929), (52, 0.9567), (53, 1.0), (54, 0.9697), (55, 0.9668), (56, 1.0), (57, 0.9943), (58, 0.9828), (59, 1.0)]",0.984386364,0.9567,14,0.727272727,10,6,16,22
39,EVT,10000,normal,0.25,0.1,18,8,1001.043861,57,1,3,2.05,0,0.25,0.1,0.5251,0.0251,0.2361,0.0097,50,"[(30, 0.9872), (31, 0.9711), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 1.0), (36, 0.9821), (42, 0.9895), (43, 0.9827), (44, 0.976), (45, 0.994), (47, 0.9947), (48, 0.9919), (49, 0.9916), (50, 0.9914), (52, 0.9567), (53, 0.9968), (54, 0.9798), (55, 0.9668), (56, 0.9718), (57, 0.964), (59, 1.0)]",0.984040909,0.9567,15,0.772727273,11,6,17,22
40,EVT,10000,normal,0.25,0.1,8,8,20.69585991,59,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,7,0.769230769,6,4,10,13
41,EVT,10000,normal,0.25,0.1,16,8,229.1440101,58,1,3,2.05,0,0.25,0.1,0.4608,0.019,0.2503,0.0082,52,"[(30, 0.9844), (31, 0.9826), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (45, 0.994), (46, 1.0), (47, 1.0), (48, 0.9646), (49, 0.9916), (50, 0.9929), (52, 0.9567), (53, 1.0), (54, 0.9697), (55, 0.9668), (56, 1.0), (57, 0.9943), (58, 0.9828), (59, 1.0)]",0.984386364,0.9567,14,0.727272727,10,6,16,22
42,Deterministic ,10000,normal,0.25,0.1,14,8,54.13636494,59,1,3,0.98,0,0,0,29.9768,4.3003,0.9863,0.5307,186,"[(30, 0.3732), (31, 0.5042), (34, 0.9999), (35, 1.0), (36, 0.3879), (43, 0.6274), (44, 0.6375), (46, 0.3086), (47, 0.8771), (49, 0.8573999999999999), (50, 0.4959), (51, 0.5867), (52, 0.9513), (53, 0.8119000000000001), (54, 0.6421), (55, 0.5373), (56, 0.42579999999999996), (57, 0.6312), (58, 0.8828), (59, 0.7564)]",0.66473,0.3086,13,0.1,0,2,2,20
43,Deterministic ,10000,normal,0.25,0.1,14,8,56.17356586,59,1,3,0.98,0,0,0,29.9768,4.3003,0.9863,0.5307,186,"[(30, 0.3732), (31, 0.5042), (34, 0.9999), (35, 1.0), (36, 0.3879), (43, 0.6274), (44, 0.6375), (46, 0.3086), (47, 0.8771), (49, 0.8573999999999999), (50, 0.4959), (51, 0.5867), (52, 0.9513), (53, 0.8119000000000001), (54, 0.6421), (55, 0.5373), (56, 0.42579999999999996), (57, 0.6312), (58, 0.8828), (59, 0.7564)]",0.66473,0.3086,13,0.1,0,2,2,20
44,Deterministic ,10000,normal,0.25,0.1,8,8,2.890213013,60,1,3,0.98,0,0,0,31.5914,1.8118,0.9889,0.3174,228,"[(30, 0.32709999999999995), (31, 0.5154000000000001), (34, 0.9999), (35, 1.0), (36, 0.5405), (43, 0.6278), (44, 0.6375), (47, 0.6533), (48, 1.0), (49, 0.29100000000000004), (50, 0.7402), (52, 0.9191), (53, 0.37570000000000003), (54, 0.4999), (55, 0.5904), (56, 0.42700000000000005), (57, 0.6965), (58, 0.48660000000000003), (59, 0.879)]",0.642468421,0.291,8,0.157894737,0,3,3,19
45,EVT,10000,normal,0.25,0.1,12,8,45.3987,58,1,3,2.05,0,0.25,0.1,0.333,0.0088,0.2028,0.0045,50,"[(30, 0.9839), (31, 0.9711), (34, 0.9985), (35, 1.0), (36, 0.9821), (43, 0.9673), (44, 0.9785), (47, 0.9661), (48, 0.9919), (49, 0.9916), (50, 0.9991), (52, 0.9701), (53, 0.9917), (54, 0.9809), (56, 0.9745), (57, 0.964), (58, 1.0), (59, 1.0)]",0.983961111,0.964,10,0.666666667,7,5,12,18
46,Deterministic ,10000,normal,0.25,0.1,16,8,63.85241294,60,1,3,0.98,0,0,0,54.7448,3.563,0.9993,0.5818,258,"[(30, 0.33130000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (37, 0.9877), (38, 0.9996), (39, 0.7021), (43, 0.6278), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.32210000000000005), (47, 0.3788), (48, 0.7534), (49, 0.42490000000000006), (50, 0.28769999999999996), (51, 0.5848), (52, 0.5213), (53, 0.8779), (54, 0.40900000000000003), (55, 0.5904), (56, 0.42400000000000004), (57, 0.9682), (58, 0.4937), (59, 0.879)]",0.61752963,0.2877,16,0.148148148,0,4,4,27
47,Deterministic ,10000,normal,0.25,0.1,12,8,5.888530016,59,1,3,0.98,0,0,0,28.4191,1.6078,0.9839,0.2878,208,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (43, 0.6278), (44, 0.6375), (47, 0.6845), (48, 0.7534), (49, 0.3286), (50, 0.4937), (52, 0.9513), (53, 0.37570000000000003), (54, 0.9997), (55, 0.469), (56, 0.698), (57, 0.9682), (58, 0.5467), (59, 0.879)]",0.670584211,0.2971,11,0.157894737,1,2,3,19
48,Deterministic ,10000,normal,0.25,0.1,14,8,54.15141296,59,1,3,0.98,0,0,0,29.9768,4.3003,0.9863,0.5307,186,"[(30, 0.3732), (31, 0.5042), (34, 0.9999), (35, 1.0), (36, 0.3879), (43, 0.6274), (44, 0.6375), (46, 0.3086), (47, 0.8771), (49, 0.8573999999999999), (50, 0.4959), (51, 0.5867), (52, 0.9513), (53, 0.8119000000000001), (54, 0.6421), (55, 0.5373), (56, 0.42579999999999996), (57, 0.6312), (58, 0.8828), (59, 0.7564)]",0.66473,0.3086,13,0.1,0,2,2,20
49,Deterministic ,10000,normal,0.25,0.1,10,8,3.416740894,59,1,3,0.98,0,0,0,45.6285,3.836,0.9907,0.4106,289,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (32, 0.4555), (33, 0.6049), (34, 0.9999), (35, 1.0), (36, 0.5105), (43, 0.6796), (44, 0.6375), (45, 0.881), (49, 0.3286), (50, 0.7402), (52, 0.3598), (53, 0.37570000000000003), (54, 0.4999), (55, 0.5014000000000001), (56, 1.0), (57, 0.9682), (58, 0.39580000000000004), (59, 0.6376999999999999)]",0.619435,0.2971,9,0.15,1,2,3,20
50,Deterministic ,10000,normal,0.25,0.1,12,8,6.192314863,59,1,3,0.98,0,0,0,28.4191,1.6078,0.9839,0.2878,208,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (43, 0.6278), (44, 0.6375), (47, 0.6845), (48, 0.7534), (49, 0.3286), (50, 0.4937), (52, 0.9513), (53, 0.37570000000000003), (54, 0.9997), (55, 0.469), (56, 0.698), (57, 0.9682), (58, 0.5467), (59, 0.879)]",0.670584211,0.2971,11,0.157894737,1,2,3,19
51,EVT,10000,normal,0.25,0.1,12,8,45.73036313,58,1,3,2.05,0,0.25,0.1,0.333,0.0088,0.2028,0.0045,50,"[(30, 0.9839), (31, 0.9711), (34, 0.9985), (35, 1.0), (36, 0.9821), (43, 0.9673), (44, 0.9785), (47, 0.9661), (48, 0.9919), (49, 0.9916), (50, 0.9991), (52, 0.9701), (53, 0.9917), (54, 0.9809), (56, 0.9745), (57, 0.964), (58, 1.0), (59, 1.0)]",0.983961111,0.964,10,0.666666667,7,5,12,18
52,Deterministic ,10000,normal,0.25,0.1,18,8,87.31312203,60,1,3,0.98,0,0,0,56.8511,7.4697,0.9992,0.5779,309,"[(30, 0.32120000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.3879), (37, 0.9877), (38, 0.9996), (39, 0.7021), (42, 0.45209999999999995), (43, 0.8093), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.6242), (47, 0.7152000000000001), (48, 0.3851), (49, 0.5506), (50, 0.44710000000000005), (51, 0.6274), (52, 0.4405), (53, 0.8779), (54, 0.493), (55, 0.5373), (56, 0.38160000000000005), (57, 0.6763), (58, 0.4937), (59, 0.8757)]",0.620696429,0.3212,18,0.142857143,0,4,4,28
53,EVT,10000,normal,0.25,0.1,12,8,45.58709002,58,1,3,2.05,0,0.25,0.1,0.333,0.0088,0.2028,0.0045,50,"[(30, 0.9839), (31, 0.9711), (34, 0.9985), (35, 1.0), (36, 0.9821), (43, 0.9673), (44, 0.9785), (47, 0.9661), (48, 0.9919), (49, 0.9916), (50, 0.9991), (52, 0.9701), (53, 0.9917), (54, 0.9809), (56, 0.9745), (57, 0.964), (58, 1.0), (59, 1.0)]",0.983961111,0.964,10,0.666666667,7,5,12,18
54,Deterministic ,10000,normal,0.25,0.1,12,8,5.599686146,59,1,3,0.98,0,0,0,28.4191,1.6078,0.9839,0.2878,208,"[(30, 0.29710000000000003), (31, 0.5154000000000001), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (43, 0.6278), (44, 0.6375), (47, 0.6845), (48, 0.7534), (49, 0.3286), (50, 0.4937), (52, 0.9513), (53, 0.37570000000000003), (54, 0.9997), (55, 0.469), (56, 0.698), (57, 0.9682), (58, 0.5467), (59, 0.879)]",0.670584211,0.2971,11,0.157894737,1,2,3,19
55,EVT,10000,normal,0.25,0.1,16,8,227.7233522,58,1,3,2.05,0,0.25,0.1,0.4608,0.019,0.2503,0.0082,52,"[(30, 0.9844), (31, 0.9826), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (45, 0.994), (46, 1.0), (47, 1.0), (48, 0.9646), (49, 0.9916), (50, 0.9929), (52, 0.9567), (53, 1.0), (54, 0.9697), (55, 0.9668), (56, 1.0), (57, 0.9943), (58, 0.9828), (59, 1.0)]",0.984386364,0.9567,14,0.727272727,10,6,16,22
56,EVT,10000,normal,0.25,0.1,18,8,985.4827502,57,1,3,2.05,0,0.25,0.1,0.5251,0.0251,0.2361,0.0097,50,"[(30, 0.9872), (31, 0.9711), (32, 0.9791), (33, 0.9832), (34, 0.9985), (35, 1.0), (36, 0.9821), (42, 0.9895), (43, 0.9827), (44, 0.976), (45, 0.994), (47, 0.9947), (48, 0.9919), (49, 0.9916), (50, 0.9914), (52, 0.9567), (53, 0.9968), (54, 0.9798), (55, 0.9668), (56, 0.9718), (57, 0.964), (59, 1.0)]",0.984040909,0.9567,15,0.772727273,11,6,17,22
57,EVT,10000,normal,0.25,0.1,10,8,39.07652617,58,1,3,2.05,0,0.25,0.1,0.2064,0.0015,0.1681,0.0016,40,"[(34, 0.9985), (35, 0.9711), (36, 0.9769), (43, 0.9673), (44, 0.9785), (50, 0.9937), (52, 0.9861), (53, 1.0), (54, 0.9697), (56, 0.9903), (57, 0.9943), (58, 0.9792), (59, 1.0)]",0.985046154,0.9673,8,0.769230769,7,3,10,13
58,Deterministic ,10000,normal,0.25,0.1,16,8,65.97544599,60,1,3,0.98,0,0,0,54.7448,3.563,0.9993,0.5818,258,"[(30, 0.33130000000000004), (31, 0.5154000000000001), (32, 0.4495), (33, 0.5939), (34, 0.9999), (35, 1.0), (36, 0.5156000000000001), (37, 0.9877), (38, 0.9996), (39, 0.7021), (43, 0.6278), (44, 0.5831999999999999), (45, 0.45209999999999995), (46, 0.32210000000000005), (47, 0.3788), (48, 0.7534), (49, 0.42490000000000006), (50, 0.28769999999999996), (51, 0.5848), (52, 0.5213), (53, 0.8779), (54, 0.40900000000000003), (55, 0.5904), (56, 0.42400000000000004), (57, 0.9682), (58, 0.4937), (59, 0.879)]",0.61752963,0.2877,16,0.148148148,0,4,4,27
59,EVT,10000,normal,0.25,0.1,12,8,44.71648979,58,1,3,2.05,0,0.25,0.1,0.333,0.0088,0.2028,0.0045,50,"[(30, 0.9839), (31, 0.9711), (34, 0.9985), (35, 1.0), (36, 0.9821), (43, 0.9673), (44, 0.9785), (47, 0.9661), (48, 0.9919), (49, 0.9916), (50, 0.9991), (52, 0.9701), (53, 0.9917), (54, 0.9809), (56, 0.9745), (57, 0.964), (58, 1.0), (59, 1.0)]",0.983961111,0.964,10,0.666666667,7,5,12,18
60,Scenario,10000,normal,0.25,0.1,8,8,65.07371593,58,1,3,0.98,100,0,0,0.4354,0.0005,0.0861,0.0001,53,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9906), (52, 0.9912), (54, 0.9804), (56, 0.9933), (57, 0.9993), (58, 0.9922), (59, 1.0)]",0.99095,0.9804,6,1,6,4,10,10
61,Scenario,10000,normal,0.25,0.1,10,8,20.40158606,58,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,8,0.4375,4,3,7,16
62,Scenario,10000,normal,0.25,0.1,10,8,102.980839,57,1,3,0.98,100,0,0,0.8648,0.0784,0.1205,0.0157,50,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9891), (52, 0.9672), (54, 0.9804), (56, 0.96), (57, 0.9993), (58, 0.9983), (59, 1.0)]",0.98568,0.96,7,0.8,5,3,8,10
63,Scenario,10000,normal,0.25,0.1,12,8,150.469938,57,1,3,0.98,100,0,0,0.6439,0.0288,0.1046,0.0054,45,"[(30, 0.9964), (31, 0.979), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 1.0), (52, 0.9912), (54, 0.9691), (56, 0.9788), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992094118,0.9691,9,0.941176471,8,8,16,17
64,Scenario,10000,normal,0.25,0.1,14,8,415.87746,57,1,3,0.98,100,0,0,0.6703,0.0444,0.1121,0.0084,45,"[(30, 0.9999), (31, 0.9613), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (46, 1.0), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 0.9948), (52, 0.9912), (54, 0.9691), (56, 0.9971), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992472222,0.9613,11,0.888888889,10,6,16,18
65,Scenario,10000,normal,0.25,0.1,8,8,12.73632193,59,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,7,0.4375,4,3,7,16
66,Scenario,10000,normal,0.25,0.1,12,8,181.390661,57,1,3,0.98,100,0,0,0.6439,0.0288,0.1046,0.0054,45,"[(30, 0.9964), (31, 0.979), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 1.0), (52, 0.9912), (54, 0.9691), (56, 0.9788), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992094118,0.9691,9,0.941176471,8,8,16,17
67,Scenario,10000,normal,0.25,0.1,18,8,4182.552308,57,1,3,0.98,100,0,0,1.3765,0.2154,0.1937,0.0309,53,"[(30, 0.9516), (31, 0.9613), (34, 0.9863), (35, 1.0), (36, 0.9995), (42, 0.9925), (43, 0.9624), (45, 0.9915), (46, 0.9737), (47, 0.99), (48, 0.9971), (50, 0.9986), (52, 0.9997), (53, 0.9994), (54, 0.9844), (55, 0.9629), (56, 0.9731), (57, 1.0), (58, 0.9852), (59, 0.9871)]",0.984815,0.9516,15,0.7,11,3,14,20
68,Scenario,10000,normal,0.25,0.1,18,8,4276.596743,57,1,3,0.98,100,0,0,1.3765,0.2154,0.1937,0.0309,53,"[(30, 0.9516), (31, 0.9613), (34, 0.9863), (35, 1.0), (36, 0.9995), (42, 0.9925), (43, 0.9624), (45, 0.9915), (46, 0.9737), (47, 0.99), (48, 0.9971), (50, 0.9986), (52, 0.9997), (53, 0.9994), (54, 0.9844), (55, 0.9629), (56, 0.9731), (57, 1.0), (58, 0.9852), (59, 0.9871)]",0.984815,0.9516,15,0.7,11,3,14,20
69,Scenario,10000,normal,0.25,0.1,16,8,877.9709651,57,1,3,0.98,100,0,0,1.0717,0.0795,0.169,0.016,36,"[(30, 0.9882), (31, 0.9613), (34, 0.9901), (35, 1.0), (36, 0.9995), (43, 0.9876), (45, 0.9642), (46, 0.9925), (47, 0.99), (48, 0.9971), (49, 0.9961), (50, 0.9891), (51, 0.9641), (52, 0.9911), (53, 0.9994), (54, 0.968), (57, 1.0), (58, 0.9983), (59, 1.0)]",0.988242105,0.9613,13,0.789473684,10,5,15,19
70,Scenario,10000,normal,0.25,0.1,8,8,14.26752996,59,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,7,0.4375,4,3,7,16
