Column1,Method,NumSimulationScenario,Distribution,TravelCov,ScenarioCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
71,Scenario,10000,normal,0.25,0.1,18,8,683.0534861,58,1,3,0.98,10,0,0,4.4407,0.7577,0.3902,0.1232,97,"[(30, 0.9806), (31, 0.979), (32, 0.9978), (33, 0.9979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (42, 0.9748), (43, 0.9649), (45, 0.9918), (46, 0.9512), (47, 0.9662), (48, 1.0), (49, 0.9599), (50, 0.8949), (52, 0.9816), (53, 1.0), (54, 0.9957), (55, 0.8719), (56, 1.0), (57, 0.9835), (58, 0.9503), (59, 0.972)]",0.968986957,0.8719,16,0.52173913,7,5,12,23
72,Scenario,10000,normal,0.25,0.1,10,8,117.6814799,57,1,3,0.98,100,0,0,0.8648,0.0784,0.1205,0.0157,50,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9891), (52, 0.9672), (54, 0.9804), (56, 0.96), (57, 0.9993), (58, 0.9983), (59, 1.0)]",0.98568,0.96,7,0.8,5,3,8,10
73,Scenario,10000,normal,0.25,0.1,18,8,3868.567788,57,1,3,0.98,100,0,0,1.3765,0.2154,0.1937,0.0309,53,"[(30, 0.9516), (31, 0.9613), (34, 0.9863), (35, 1.0), (36, 0.9995), (42, 0.9925), (43, 0.9624), (45, 0.9915), (46, 0.9737), (47, 0.99), (48, 0.9971), (50, 0.9986), (52, 0.9997), (53, 0.9994), (54, 0.9844), (55, 0.9629), (56, 0.9731), (57, 1.0), (58, 0.9852), (59, 0.9871)]",0.984815,0.9516,15,0.7,11,3,14,20
74,Scenario,10000,normal,0.25,0.1,10,8,20.66686606,58,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,8,0.4375,4,3,7,16
75,Scenario,10000,normal,0.25,0.1,16,8,876.8530879,57,1,3,0.98,100,0,0,1.0717,0.0795,0.169,0.016,36,"[(30, 0.9882), (31, 0.9613), (34, 0.9901), (35, 1.0), (36, 0.9995), (43, 0.9876), (45, 0.9642), (46, 0.9925), (47, 0.99), (48, 0.9971), (49, 0.9961), (50, 0.9891), (51, 0.9641), (52, 0.9911), (53, 0.9994), (54, 0.968), (57, 1.0), (58, 0.9983), (59, 1.0)]",0.988242105,0.9613,13,0.789473684,10,5,15,19
76,Scenario,10000,normal,0.25,0.1,18,8,716.239105,58,1,3,0.98,10,0,0,4.4407,0.7577,0.3902,0.1232,97,"[(30, 0.9806), (31, 0.979), (32, 0.9978), (33, 0.9979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (42, 0.9748), (43, 0.9649), (45, 0.9918), (46, 0.9512), (47, 0.9662), (48, 1.0), (49, 0.9599), (50, 0.8949), (52, 0.9816), (53, 1.0), (54, 0.9957), (55, 0.8719), (56, 1.0), (57, 0.9835), (58, 0.9503), (59, 0.972)]",0.968986957,0.8719,16,0.52173913,7,5,12,23
77,Scenario,10000,normal,0.25,0.1,8,8,63.78288007,58,1,3,0.98,100,0,0,0.4354,0.0005,0.0861,0.0001,53,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9906), (52, 0.9912), (54, 0.9804), (56, 0.9933), (57, 0.9993), (58, 0.9922), (59, 1.0)]",0.99095,0.9804,6,1,6,4,10,10
78,Scenario,10000,normal,0.25,0.1,10,8,101.4948521,57,1,3,0.98,100,0,0,0.8648,0.0784,0.1205,0.0157,50,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9891), (52, 0.9672), (54, 0.9804), (56, 0.96), (57, 0.9993), (58, 0.9983), (59, 1.0)]",0.98568,0.96,7,0.8,5,3,8,10
79,Scenario,10000,normal,0.25,0.1,8,8,74.92720819,58,1,3,0.98,100,0,0,0.4354,0.0005,0.0861,0.0001,53,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9906), (52, 0.9912), (54, 0.9804), (56, 0.9933), (57, 0.9993), (58, 0.9922), (59, 1.0)]",0.99095,0.9804,6,1,6,4,10,10
80,Scenario,10000,normal,0.25,0.1,14,8,441.873549,57,1,3,0.98,100,0,0,0.6703,0.0444,0.1121,0.0084,45,"[(30, 0.9999), (31, 0.9613), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (46, 1.0), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 0.9948), (52, 0.9912), (54, 0.9691), (56, 0.9971), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992472222,0.9613,11,0.888888889,10,6,16,18
81,Scenario,10000,normal,0.25,0.1,16,8,261.8011708,58,1,3,0.98,10,0,0,5.6428,0.7466,0.3931,0.1209,126,"[(30, 0.9206), (31, 0.979), (32, 0.9978), (33, 0.9979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9198), (45, 0.9918), (46, 0.9846), (47, 0.9662), (48, 1.0), (49, 0.9947), (50, 0.902), (52, 0.9816), (53, 1.0), (54, 0.9851), (55, 0.8719), (56, 0.8931), (57, 0.9835), (58, 0.9503), (59, 0.972)]",0.962027273,0.8719,14,0.545454545,8,4,12,22
82,Scenario,10000,normal,0.25,0.1,16,8,834.329011,57,1,3,0.98,100,0,0,1.0717,0.0795,0.169,0.016,36,"[(30, 0.9882), (31, 0.9613), (34, 0.9901), (35, 1.0), (36, 0.9995), (43, 0.9876), (45, 0.9642), (46, 0.9925), (47, 0.99), (48, 0.9971), (49, 0.9961), (50, 0.9891), (51, 0.9641), (52, 0.9911), (53, 0.9994), (54, 0.968), (57, 1.0), (58, 0.9983), (59, 1.0)]",0.988242105,0.9613,13,0.789473684,10,5,15,19
83,Scenario,10000,normal,0.25,0.1,14,8,502.9170341,57,1,3,0.98,100,0,0,0.6703,0.0444,0.1121,0.0084,45,"[(30, 0.9999), (31, 0.9613), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (46, 1.0), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 0.9948), (52, 0.9912), (54, 0.9691), (56, 0.9971), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992472222,0.9613,11,0.888888889,10,6,16,18
84,Scenario,10000,normal,0.25,0.1,18,8,3992.937076,57,1,3,0.98,100,0,0,1.3765,0.2154,0.1937,0.0309,53,"[(30, 0.9516), (31, 0.9613), (34, 0.9863), (35, 1.0), (36, 0.9995), (42, 0.9925), (43, 0.9624), (45, 0.9915), (46, 0.9737), (47, 0.99), (48, 0.9971), (50, 0.9986), (52, 0.9997), (53, 0.9994), (54, 0.9844), (55, 0.9629), (56, 0.9731), (57, 1.0), (58, 0.9852), (59, 0.9871)]",0.984815,0.9516,15,0.7,11,3,14,20
85,Scenario,10000,normal,0.25,0.1,18,8,688.0007541,58,1,3,0.98,10,0,0,4.4407,0.7577,0.3902,0.1232,97,"[(30, 0.9806), (31, 0.979), (32, 0.9978), (33, 0.9979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (42, 0.9748), (43, 0.9649), (45, 0.9918), (46, 0.9512), (47, 0.9662), (48, 1.0), (49, 0.9599), (50, 0.8949), (52, 0.9816), (53, 1.0), (54, 0.9957), (55, 0.8719), (56, 1.0), (57, 0.9835), (58, 0.9503), (59, 0.972)]",0.968986957,0.8719,16,0.52173913,7,5,12,23
86,Scenario,10000,normal,0.25,0.1,8,8,65.80598712,58,1,3,0.98,100,0,0,0.4354,0.0005,0.0861,0.0001,53,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9906), (52, 0.9912), (54, 0.9804), (56, 0.9933), (57, 0.9993), (58, 0.9922), (59, 1.0)]",0.99095,0.9804,6,1,6,4,10,10
87,Scenario,10000,normal,0.25,0.1,14,8,433.9593019,57,1,3,0.98,100,0,0,0.6703,0.0444,0.1121,0.0084,45,"[(30, 0.9999), (31, 0.9613), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (46, 1.0), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 0.9948), (52, 0.9912), (54, 0.9691), (56, 0.9971), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992472222,0.9613,11,0.888888889,10,6,16,18
88,Scenario,10000,normal,0.25,0.1,16,8,255.1855459,58,1,3,0.98,10,0,0,5.6428,0.7466,0.3931,0.1209,126,"[(30, 0.9206), (31, 0.979), (32, 0.9978), (33, 0.9979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9198), (45, 0.9918), (46, 0.9846), (47, 0.9662), (48, 1.0), (49, 0.9947), (50, 0.902), (52, 0.9816), (53, 1.0), (54, 0.9851), (55, 0.8719), (56, 0.8931), (57, 0.9835), (58, 0.9503), (59, 0.972)]",0.962027273,0.8719,14,0.545454545,8,4,12,22
89,Scenario,10000,normal,0.25,0.1,10,8,19.93738508,58,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,8,0.4375,4,3,7,16
90,Scenario,10000,normal,0.25,0.1,10,8,21.49085402,58,1,3,0.98,10,0,0,6.3832,0.2454,0.4085,0.0386,132,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (49, 0.9502), (50, 0.7832), (52, 1.0), (53, 1.0), (54, 0.9957), (56, 0.9173), (57, 0.9835), (58, 0.8748), (59, 0.972)]",0.94439375,0.7832,8,0.4375,4,3,7,16
91,Scenario,10000,normal,0.25,0.1,12,8,48.19320607,58,1,3,0.98,10,0,0,5.2928,0.1274,0.4185,0.0231,96,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 1.0), (36, 0.9822), (43, 0.9854), (44, 0.8759), (47, 0.7934), (48, 0.9742999999999999), (49, 1.0), (50, 0.9286), (52, 0.9621), (53, 0.8683), (54, 0.9957), (56, 0.9742), (57, 0.9993), (58, 0.9491), (59, 0.972)]",0.953338889,0.7934,10,0.444444444,3,5,8,18
92,Scenario,10000,normal,0.25,0.1,8,8,63.85534906,58,1,3,0.98,100,0,0,0.4354,0.0005,0.0861,0.0001,53,"[(34, 0.9901), (43, 0.9854), (44, 0.987), (50, 0.9906), (52, 0.9912), (54, 0.9804), (56, 0.9933), (57, 0.9993), (58, 0.9922), (59, 1.0)]",0.99095,0.9804,6,1,6,4,10,10
93,Scenario,10000,normal,0.25,0.1,14,8,173.5717399,58,1,3,0.98,10,0,0,10.3118,1.6092,0.5404,0.2142,137,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (46, 0.9126), (47, 0.7934), (49, 0.9502), (50, 0.7832), (52, 0.9996), (53, 1.0), (54, 0.9117), (55, 0.8240000000000001), (56, 0.9173), (57, 0.9993), (58, 0.8748), (59, 0.972)]",0.924826316,0.7832,12,0.315789474,3,3,6,19
94,Scenario,10000,normal,0.25,0.1,12,8,157.536041,57,1,3,0.98,100,0,0,0.6439,0.0288,0.1046,0.0054,45,"[(30, 0.9964), (31, 0.979), (34, 0.9998), (35, 1.0), (36, 0.9995), (43, 0.9854), (44, 0.987), (47, 0.9823), (48, 0.9971), (49, 1.0), (50, 1.0), (52, 0.9912), (54, 0.9691), (56, 0.9788), (57, 1.0), (58, 1.0), (59, 1.0)]",0.992094118,0.9691,9,0.941176471,8,8,16,17
95,Scenario,10000,normal,0.25,0.1,12,8,50.41342998,58,1,3,0.98,10,0,0,5.2928,0.1274,0.4185,0.0231,96,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 1.0), (36, 0.9822), (43, 0.9854), (44, 0.8759), (47, 0.7934), (48, 0.9742999999999999), (49, 1.0), (50, 0.9286), (52, 0.9621), (53, 0.8683), (54, 0.9957), (56, 0.9742), (57, 0.9993), (58, 0.9491), (59, 0.972)]",0.953338889,0.7934,10,0.444444444,3,5,8,18
96,Scenario,10000,normal,0.25,0.1,16,8,986.7316911,57,1,3,0.98,100,0,0,1.0717,0.0795,0.169,0.016,36,"[(30, 0.9882), (31, 0.9613), (34, 0.9901), (35, 1.0), (36, 0.9995), (43, 0.9876), (45, 0.9642), (46, 0.9925), (47, 0.99), (48, 0.9971), (49, 0.9961), (50, 0.9891), (51, 0.9641), (52, 0.9911), (53, 0.9994), (54, 0.968), (57, 1.0), (58, 0.9983), (59, 1.0)]",0.988242105,0.9613,13,0.789473684,10,5,15,19
97,Scenario,10000,normal,0.25,0.1,14,8,166.515892,58,1,3,0.98,10,0,0,10.3118,1.6092,0.5404,0.2142,137,"[(30, 0.9206), (31, 0.979), (34, 1.0), (35, 0.9410000000000001), (36, 0.9317), (43, 0.9854), (44, 0.8759), (46, 0.9126), (47, 0.7934), (49, 0.9502), (50, 0.7832), (52, 0.9996), (53, 1.0), (54, 0.9117), (55, 0.8240000000000001), (56, 0.9173), (57, 0.9993), (58, 0.8748), (59, 0.972)]",0.924826316,0.7832,12,0.315789474,3,3,6,19
