Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
2128,Scenario,10000,normal,0.25,0.1,14,8,86.84801602,59,3,6,0.95,10,0,0,6.0673,1.1666,0.6336,0.1345,75,"[(30, 0.9896), (31, 0.9853), (32, 0.9728), (33, 0.6699999999999999), (34, 0.9217), (35, 1.0), (36, 0.9702), (43, 0.9949), (44, 0.9763), (45, 0.9988), (46, 0.9694), (47, 1.0), (48, 1.0), (49, 0.983), (50, 0.9925), (52, 0.9306), (53, 0.9656), (54, 1.0), (55, 0.9694), (56, 0.8229), (57, 0.8525), (58, 0.9893), (59, 0.9935)]",0.954273913,0.67,13,0.782608696,10,8,18,23
2129,Scenario,10000,normal,0.5,0.1,8,8,14.77070808,59,1,3,0.95,10,0,0,14.0765,1.0539,0.8235,0.1523,140,"[(30, 0.6372), (31, 0.9945), (34, 0.9897), (43, 0.7661), (44, 0.8361000000000001), (49, 0.7525999999999999), (50, 0.8291999999999999), (52, 0.9379), (54, 0.7379), (55, 0.6218), (56, 0.9598), (57, 0.9968), (58, 0.9392), (59, 0.9994)]",0.857014286,0.6218,7,0.357142857,3,2,5,14
2130,Scenario,10000,normal,0.25,0.1,8,8,254.3115671,59,3,6,0.95,300,0,0,0.2695,0.0018,0.0455,0.0005,30,"[(30, 1.0), (31, 1.0), (34, 1.0), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 0.9763), (49, 0.9997), (50, 0.9997), (52, 1.0), (53, 1.0), (54, 0.9997), (56, 1.0), (57, 1.0), (58, 0.9982), (59, 1.0)]",0.997025,0.9763,7,1,7,9,16,16
2131,Scenario,10000,normal,0.5,0.1,14,8,463.401624,56,2,4,0.98,100,0,0,0.8824,0.247,0.1548,0.048,70,"[(30, 0.9776), (31, 0.9809), (34, 0.9999), (35, 1.0), (36, 0.9999), (43, 0.9578), (44, 0.9621), (46, 1.0), (48, 0.9951), (49, 1.0), (50, 0.9983), (52, 0.9893), (54, 0.9768), (56, 1.0), (57, 1.0), (58, 1.0), (59, 0.9874)]",0.989711765,0.9578,10,0.882352941,10,5,15,17
2132,EVT,10000,shifted-gamma,0.25,0.1,10,8,19.35953808,58,1,3,1.64,0,0.25,0.1,0.7007,0.0321,0.3389,0.0191,70,"[(30, 0.9854), (31, 0.9436), (34, 0.9999), (35, 1.0), (36, 0.9434), (43, 0.9426), (44, 0.9738), (49, 0.9895), (50, 1.0), (52, 0.9713), (53, 0.9767), (54, 0.9499), (56, 0.9438), (57, 0.9891), (58, 0.9577), (59, 0.9574)]",0.97025625,0.9426,8,0.75,7,5,12,16
2133,Scenario,10000,shifted-gamma,0.1,0.1,16,8,252.7705491,59,1,3,0.95,10,0,0,2.2812,1.007,0.4031,0.1801,32,"[(30, 0.9994), (31, 0.9349), (32, 0.9905), (33, 0.9303), (34, 1.0), (35, 1.0), (36, 0.9599), (43, 0.9339999999999999), (44, 0.9769), (45, 0.9917), (46, 0.9723), (47, 0.9782), (48, 0.9448), (49, 0.9942), (50, 0.9039), (51, 0.9981), (52, 1.0), (53, 0.9802), (54, 0.9771), (56, 0.9744), (57, 1.0), (58, 0.9757), (59, 0.9816)]",0.973830435,0.9039,15,0.782608696,13,5,18,23
2134,Deterministic ,10000,normal,0.1,0.1,8,8,4.715452909,60,1,3,0.95,0,0,0,2.9276,0.0173,0.9235,0.019,36,"[(30, 0.6598999999999999), (31, 0.8664000000000001), (34, 1.0), (35, 1.0), (36, 0.6841999999999999), (43, 0.844), (44, 0.9759), (47, 0.842), (48, 1.0), (49, 0.5690999999999999), (50, 0.9822), (52, 0.9862), (53, 0.7518), (54, 0.8199), (55, 0.7791), (56, 0.7017), (57, 0.8529), (58, 0.768), (59, 1.0)]",0.846489474,0.5691,8,0.368421053,2,5,7,19
2135,Scenario,10000,normal,0.25,0.1,10,8,13.6178,58,3,6,0.98,10,0,0,7.8102,0.006,0.675,0.0009,80,"[(30, 1.0), (31, 0.9774), (32, 0.9728), (33, 0.6699999999999999), (34, 1.0), (35, 1.0), (36, 0.9702), (43, 0.9949), (44, 0.9763), (45, 0.9988), (49, 0.8713), (50, 0.9925), (52, 0.6920999999999999), (53, 0.9656), (54, 0.9106), (56, 1.0), (57, 1.0), (58, 0.9884), (59, 0.8912)]",0.940636842,0.67,8,0.578947368,4,7,11,19
2136,EVT,10000,shifted-gamma,0.5,0.1,8,8,33.59704709,59,1,3,1.64,0,0.5,0.1,1.6672,0.1031,0.3604,0.0266,175,"[(34, 0.9642), (35, 0.9389), (36, 0.942), (43, 0.957), (44, 0.9545), (50, 0.9677), (52, 0.9577), (53, 1.0), (54, 0.9506), (56, 0.9815), (57, 0.9605), (58, 0.9374), (59, 0.9908)]",0.961753846,0.9374,7,0.769230769,6,4,10,13
2137,Scenario,10000,normal,0.5,0.1,18,8,661.6241739,58,1,3,0.95,10,0,0,17.672,1.8368,0.8657,0.2601,140,"[(30, 0.6372), (31, 0.9945), (34, 0.9994), (35, 1.0), (36, 0.9709), (42, 0.8067), (43, 0.7631), (45, 0.997), (46, 0.9289000000000001), (47, 0.773), (48, 0.9667), (49, 0.7525999999999999), (50, 0.7181), (52, 0.9991), (53, 0.8386), (54, 0.6899), (55, 0.9322), (56, 0.9358), (57, 0.9968), (58, 0.8883), (59, 0.8306)]",0.877114286,0.6372,16,0.380952381,4,4,8,21
2138,Scenario,10000,normal,0.1,0.1,14,8,88.39754391,59,1,3,0.95,10,0,0,4.1446,0.07,0.5132,0.0161,55,"[(30, 1.0), (31, 0.9977), (32, 0.871), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 0.9911), (43, 0.8927), (44, 0.9989), (45, 0.9953), (46, 0.9848), (47, 0.8953), (48, 0.9124), (49, 0.9828), (50, 0.9985), (52, 0.7992), (53, 0.9934), (54, 0.9527), (55, 0.9529), (56, 0.9925), (57, 1.0), (58, 0.9499), (59, 0.9811)]",0.96206087,0.7992,13,0.782608696,10,8,18,23
2139,EVT,10000,shifted-gamma,0.25,0.1,18,8,623.446857,59,2,4,1.64,0,0.25,0.1,1.2168,0.0482,0.4613,0.0303,90,"[(30, 0.9587), (31, 0.9596), (32, 0.958), (33, 0.9593), (34, 0.9682), (35, 1.0), (36, 0.9747), (42, 0.9681), (43, 0.9407), (44, 0.9738), (45, 0.9639), (46, 0.9695), (47, 0.9779), (48, 0.998), (49, 0.9711), (50, 0.9699), (52, 0.9859), (53, 0.9996), (54, 0.9646), (55, 0.9599), (56, 0.9332), (57, 0.9825), (58, 0.937), (59, 0.9746)]",0.968695833,0.9332,17,0.875,14,7,21,24
2140,Scenario,10000,normal,0.1,0.1,8,8,51.45094419,59,1,3,0.95,100,0,0,0.0653,0.351,0.0107,0.0665,15,"[(32, 1.0), (33, 1.0), (34, 0.9999), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9989), (45, 0.9995), (50, 0.999), (52, 0.9999), (53, 1.0), (54, 0.9915), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.99929375,0.9915,7,1,7,9,16,16
2141,EVT,10000,shifted-gamma,0.1,0.1,18,8,427.576452,59,2,4,2.05,0,0.1,0.1,0.0952,0.0095,0.1647,0.0099,26,"[(30, 0.9763), (31, 0.9682), (32, 0.9956), (33, 0.998), (34, 0.9833), (35, 1.0), (36, 0.9875), (37, 0.9755), (38, 1.0), (39, 0.9935), (42, 0.9963), (43, 0.995), (44, 0.9982), (45, 0.9839), (46, 0.9887), (47, 1.0), (48, 0.9834), (49, 0.9923), (50, 1.0), (52, 0.9966), (53, 1.0), (54, 0.9921), (55, 0.9965), (56, 0.9852), (57, 1.0), (58, 0.9991), (59, 0.9901)]",0.991677778,0.9682,17,0.962962963,17,9,26,27
2142,Scenario,10000,shifted-gamma,0.1,0.1,10,8,555.6905551,58,1,3,0.98,500,0,0,0.0718,0.137,0.0122,0.0254,30,"[(32, 0.9929), (33, 0.9996), (34, 0.9999), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (45, 1.0), (50, 1.0), (52, 0.9946), (53, 1.0), (54, 1.0), (56, 0.9997), (57, 1.0), (58, 0.9994), (59, 1.0)]",0.99913125,0.9929,8,1,8,8,16,16
2143,Deterministic ,10000,shifted-gamma,0.5,0.1,8,8,3.729635,60,2,4,0.98,0,0,0,23.4472,1.634,0.9385,0.2373,270,"[(30, 0.5737), (31, 0.7234), (34, 0.9951), (35, 1.0), (36, 0.7757000000000001), (43, 0.8541), (44, 0.8062), (47, 0.8348), (48, 1.0), (49, 0.5259), (50, 0.8311999999999999), (52, 0.9434), (53, 0.6125), (54, 0.6967), (55, 0.7827), (56, 0.6659999999999999), (57, 0.8713), (58, 0.7491), (59, 0.9574)]",0.799957895,0.5259,8,0.157894737,0,3,3,19
2144,Scenario,10000,shifted-gamma,0.1,0.1,8,8,174.742358,59,1,3,0.98,300,0,0,0.6343,0.0281,0.1278,0.0059,40,"[(30, 1.0), (31, 0.9849), (32, 0.9952), (33, 0.9759), (34, 0.9488), (35, 0.9935), (36, 0.9847), (44, 0.9994), (45, 1.0), (49, 1.0), (50, 0.9846), (52, 0.9972), (53, 1.0), (54, 0.9956), (56, 0.9973), (57, 1.0), (58, 0.9951), (59, 1.0)]",0.991788889,0.9488,7,0.944444444,7,10,17,18
2145,EVT,10000,normal,0.1,0.1,16,8,168.4836922,59,2,4,2.05,0,0.1,0.1,0.0445,0.0003,0.0818,0.0007,10,"[(30, 0.9991), (31, 0.9985), (32, 0.9739), (33, 0.9975), (34, 1.0), (35, 1.0), (36, 0.9979), (43, 1.0), (44, 1.0), (45, 1.0), (46, 1.0), (47, 0.9989), (48, 1.0), (49, 0.9965), (50, 0.9907), (52, 0.9926), (53, 0.9936), (54, 0.9973), (55, 0.9932), (56, 0.9853), (57, 1.0), (58, 0.9955), (59, 0.9914)]",0.995734783,0.9739,15,0.956521739,15,7,22,23
2146,Scenario,10000,normal,0.1,0.1,16,8,159.4458799,59,2,4,0.98,10,0,0,2.678,0.4247,0.4452,0.0963,42,"[(30, 0.9365), (31, 0.9184), (32, 0.9782), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 0.9601), (43, 0.8927), (44, 0.9989), (45, 0.9953), (46, 0.9899), (47, 0.9999), (48, 1.0), (49, 0.9994), (50, 0.8804), (52, 0.9596), (53, 0.9934), (54, 0.9862), (55, 0.9023), (56, 1.0), (57, 0.9938), (58, 0.9568), (59, 0.9811)]",0.969917391,0.8804,15,0.652173913,11,4,15,23
2147,Scenario,10000,normal,0.25,0.1,16,8,170.2183819,59,3,6,0.95,10,0,0,7.1251,0.9185,0.6993,0.107,80,"[(30, 0.8711), (31, 0.9853), (32, 0.9728), (33, 0.6699999999999999), (34, 0.9217), (35, 1.0), (36, 0.9702), (43, 0.9949), (44, 0.9987), (45, 0.9988), (46, 0.8891), (47, 1.0), (48, 1.0), (49, 0.8725), (50, 0.9597), (52, 1.0), (53, 0.9656), (54, 0.9984), (55, 0.935), (56, 0.8229), (57, 0.8525), (58, 0.9994), (59, 0.9987)]",0.942491304,0.67,15,0.652173913,10,5,15,23
2148,Deterministic ,10000,shifted-gamma,0.1,0.1,18,8,149.873657,60,1,3,0.98,0,0,0,7.7713,0.2363,0.9868,0.1462,70,"[(30, 0.6654), (31, 0.8652), (32, 0.7074), (33, 0.8291), (34, 1.0), (35, 1.0), (36, 0.714), (37, 0.9998), (38, 1.0), (39, 0.7924), (42, 0.5784), (43, 0.9979), (44, 0.9308), (45, 0.7219), (46, 0.7857000000000001), (47, 0.7969999999999999), (48, 0.7754), (49, 0.6772), (50, 0.7288), (51, 0.9588), (52, 0.6823), (53, 0.9992), (54, 0.6793), (55, 0.8038), (56, 0.6494), (57, 0.8318), (58, 0.7248), (59, 0.9994)]",0.817685714,0.5784,18,0.25,3,4,7,28
2149,Scenario,10000,normal,0.5,0.1,14,8,265.112438,56,2,4,0.95,50,0,0,3.0255,0.216,0.4185,0.0358,72,"[(30, 0.877), (31, 0.9658), (34, 0.9994), (35, 1.0), (36, 1.0), (43, 0.8919), (44, 0.9999), (46, 0.986), (48, 0.9951), (50, 0.8575), (52, 0.98), (54, 0.9697), (55, 0.9446), (56, 1.0), (57, 0.9863), (58, 0.999), (59, 1.0)]",0.967776471,0.8575,10,0.764705882,8,5,13,17
2150,Scenario,10000,normal,0.5,0.1,16,8,685.2619441,56,2,4,0.98,100,0,0,0.6615,0.2579,0.0972,0.0398,45,"[(30, 0.9979), (31, 0.9809), (32, 0.9997), (33, 0.9874), (34, 0.9999), (35, 1.0), (36, 0.9999), (43, 1.0), (44, 0.9621), (45, 1.0), (46, 0.9989), (47, 0.9977), (48, 0.9951), (49, 1.0), (50, 0.9961), (52, 0.983), (54, 0.9997), (56, 0.9997), (57, 0.9993), (58, 1.0)]",0.994865,0.9621,12,0.95,11,8,19,20
2151,Scenario,10000,shifted-gamma,0.5,0.1,18,8,6482.764991,55,2,4,0.98,300,0,0,1.6988,0.783,0.1708,0.0856,98,"[(32, 0.9874), (33, 0.9866), (34, 0.9967), (35, 1.0), (36, 0.9993), (42, 0.9789), (43, 0.9848), (45, 0.9713), (47, 1.0), (48, 0.9877), (49, 0.9876), (50, 1.0), (52, 0.961), (53, 0.9849), (54, 0.9945), (56, 0.995), (57, 1.0), (58, 0.9725)]",0.988233333,0.961,13,0.833333333,10,5,15,18
2152,EVT,10000,normal,0.1,0.1,10,8,6.27048707,59,2,4,2.05,0,0.1,0.1,0.0457,0,0.0962,0.0001,10,"[(30, 1.0), (31, 0.9848), (32, 0.9739), (33, 0.9975), (34, 0.9851), (35, 1.0), (36, 0.998), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.994), (50, 0.9846), (52, 0.9926), (53, 1.0), (54, 0.9973), (55, 0.9932), (56, 0.9958), (57, 1.0), (58, 0.9939), (59, 0.9988)]",0.994475,0.9739,9,0.95,9,10,19,20
2153,Scenario,10000,normal,0.5,0.1,10,8,11.97602105,58,3,6,0.95,10,0,0,15.2768,0.2522,0.8425,0.0455,146,"[(30, 0.558), (31, 0.9945), (34, 0.845), (43, 0.7661), (44, 0.8361000000000001), (49, 0.83), (50, 0.9207), (52, 0.9801), (53, 0.9989), (54, 0.7215), (55, 0.6805), (56, 0.9384), (57, 0.9968), (58, 0.7696000000000001)]",0.845442857,0.558,8,0.285714286,3,1,4,14
2154,Scenario,10000,normal,0.25,0.1,8,8,446.034519,57,2,4,0.98,500,0,0,0.1175,0.177,0.018,0.0287,20,"[(32, 0.9852), (33, 0.9995), (34, 1.0), (43, 1.0), (44, 1.0), (45, 1.0), (50, 1.0), (52, 0.996), (54, 1.0), (56, 0.9993), (57, 1.0), (58, 1.0)]",0.998333333,0.9852,5,1,5,7,12,12
2155,Scenario,10000,normal,0.25,0.1,12,8,1033.962333,57,2,4,0.98,500,0,0,0.1388,0.0559,0.029,0.0105,15,"[(30, 1.0), (31, 1.0), (34, 1.0), (35, 1.0), (36, 0.9993), (43, 1.0), (44, 1.0), (47, 0.9991), (48, 1.0), (49, 1.0), (50, 0.9985), (52, 0.9905), (53, 0.9927), (54, 1.0), (56, 0.9926), (57, 1.0), (58, 0.9963)]",0.998176471,0.9905,9,1,9,8,17,17
2156,Scenario,10000,normal,0.5,0.1,18,8,6750.007407,56,1,3,0.95,300,0,0,0.9161,0.6785,0.1554,0.0955,32,"[(30, 0.9996), (31, 1.0), (32, 0.9969), (33, 0.9609), (34, 0.9997), (35, 0.9999), (36, 0.9932), (42, 0.9522), (43, 0.9923), (45, 0.996), (46, 1.0), (47, 0.9934), (48, 1.0), (49, 1.0), (50, 0.9994), (52, 0.9607), (53, 1.0), (56, 0.9946), (57, 1.0), (58, 0.9898), (59, 1.0)]",0.991838095,0.9522,14,1,14,7,21,21
2157,Deterministic ,10000,normal,0.1,0.1,8,8,4.088557005,60,2,4,0.95,0,0,0,0.6248,0.0049,0.482,0.0047,22,"[(30, 0.883), (31, 0.9848), (34, 1.0), (35, 1.0), (36, 0.8878), (43, 0.9818), (44, 1.0), (47, 0.9774), (48, 1.0), (49, 0.7962), (50, 0.9978), (52, 0.9986), (53, 0.9434), (54, 0.9664), (55, 0.9331), (56, 0.9003), (57, 0.9819), (58, 0.9545), (59, 1.0)]",0.957210526,0.7962,8,0.684210526,5,8,13,19
2158,Scenario,10000,normal,0.1,0.1,10,8,9.679998875,59,1,3,0.95,10,0,0,3.4965,0.0225,0.4311,0.0039,47,"[(30, 1.0), (31, 0.9977), (32, 0.871), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 0.9911), (43, 0.8927), (44, 0.9989), (45, 0.9953), (49, 0.9828), (50, 0.992), (52, 0.7992), (53, 0.9934), (54, 0.9063), (55, 0.9529), (56, 0.9985), (57, 1.0), (58, 0.9733), (59, 0.9811)]",0.96557,0.7992,9,0.8,7,9,16,20
2159,Scenario,10000,normal,0.5,0.1,14,8,2788.506403,55,2,4,0.95,500,0,0,0.7571,0.3892,0.1626,0.0636,32,"[(30, 1.0), (31, 0.9658), (34, 0.9999), (35, 1.0), (36, 0.9399), (43, 1.0), (44, 0.9999), (48, 0.9997), (49, 1.0), (50, 0.9829), (52, 0.9480999999999999), (53, 1.0), (54, 1.0), (56, 0.9989), (57, 1.0), (58, 0.9937)]",0.9893,0.9399,9,0.9375,9,6,15,16
2160,Deterministic ,10000,normal,0.1,0.1,14,8,88.97428298,59,2,4,0.98,0,0,0,0.3993,0.0077,0.4303,0.0231,20,"[(30, 0.9185), (31, 0.9648), (34, 1.0), (35, 1.0), (36, 0.9117), (43, 0.9802), (44, 1.0), (46, 0.8181), (47, 1.0), (49, 0.9763), (50, 0.9536), (51, 0.9999), (52, 1.0), (53, 1.0), (54, 0.9966), (55, 0.9491), (56, 0.8874), (57, 0.9843), (58, 1.0), (59, 0.9502)]",0.964535,0.8181,13,0.6,8,4,12,20
2161,Deterministic ,10000,shifted-gamma,0.5,0.1,18,8,148.201792,60,1,3,0.98,0,0,0,65.1281,10.1802,0.9998,0.6795,421,"[(30, 0.4504), (31, 0.6563), (32, 0.5615), (33, 0.6494), (34, 0.9898), (35, 0.9997), (36, 0.5146), (37, 0.969), (38, 0.9826), (39, 0.7299), (42, 0.5136000000000001), (43, 0.8045), (44, 0.6832), (45, 0.5426), (46, 0.6998), (47, 0.7485999999999999), (48, 0.5147999999999999), (49, 0.5891), (50, 0.5588), (51, 0.7150000000000001), (52, 0.5165), (53, 0.8492999999999999), (54, 0.5983), (55, 0.6517999999999999), (56, 0.48350000000000004), (57, 0.7019), (58, 0.6039), (59, 0.8427)]",0.682896429,0.4504,18,0.107142857,0,3,3,28
2162,Scenario,10000,normal,0.5,0.1,16,8,3088.846951,55,3,6,0.98,300,0,0,0.432,0.036,0.0807,0.0058,31,"[(30, 0.9777), (31, 0.9894), (34, 1.0), (35, 1.0), (36, 0.9999), (43, 0.9888), (45, 1.0), (46, 1.0), (47, 0.9977), (48, 1.0), (49, 0.9916), (50, 1.0), (52, 0.9756), (55, 0.9981), (56, 0.9997), (57, 0.9968), (58, 0.9972)]",0.994852941,0.9756,11,1,11,6,17,17
2163,EVT,10000,shifted-gamma,0.1,0.1,16,8,206.7490451,59,1,3,2.05,0,0.1,0.1,0.0781,0,0.1668,0.0017,20,"[(30, 0.9982), (31, 0.9967), (32, 0.99), (33, 0.981), (34, 0.9833), (35, 1.0), (36, 0.9825), (43, 0.9783), (45, 0.9975), (46, 1.0), (47, 0.999), (48, 1.0), (49, 0.9909), (50, 0.9843), (51, 0.9934), (52, 0.9853), (53, 0.9814), (54, 0.989), (55, 0.979), (56, 1.0), (57, 0.9996), (58, 0.9983), (59, 0.9989)]",0.991591304,0.9783,15,1,15,8,23,23
2164,EVT,10000,shifted-gamma,0.25,0.1,16,8,377.5635378,59,1,3,1.64,0,0.25,0.1,0.8708,0.0345,0.4463,0.0256,70,"[(30, 0.9782), (31, 0.9596), (32, 0.9701), (33, 0.9475), (34, 0.9999), (35, 1.0), (36, 0.9434), (43, 0.957), (44, 0.9738), (45, 0.9615), (46, 1.0), (47, 0.9572), (48, 0.9909), (49, 0.9913), (50, 0.9788), (52, 1.0), (53, 0.9767), (54, 0.9499), (55, 0.9538), (56, 0.9438), (57, 0.9605), (58, 0.9783), (59, 0.9914)]",0.972330435,0.9434,15,0.913043478,14,7,21,23
2165,EVT,10000,shifted-gamma,0.5,0.1,8,8,29.19241405,59,2,4,1.64,0,0.5,0.1,3.1479,0.2514,0.4279,0.057,147,"[(30, 0.9227), (31, 0.9436), (34, 0.9951), (35, 1.0), (36, 0.9467), (43, 0.957), (44, 0.9545), (49, 0.9391), (50, 0.9386), (52, 0.9422), (53, 0.9592), (54, 0.9363), (56, 0.9982), (57, 0.9575), (58, 0.9592), (59, 0.953)]",0.95643125,0.9227,7,0.625,5,5,10,16
2166,Scenario,10000,shifted-gamma,0.25,0.1,10,8,13.92987204,58,1,3,0.98,10,0,0,5.4778,0.27,0.5733,0.0477,95,"[(30, 0.9953), (31, 0.8652), (32, 0.8291), (33, 0.9221), (34, 0.9137), (43, 0.9709), (44, 0.9866), (45, 0.9287), (49, 0.8629), (50, 0.9714), (52, 0.9697), (53, 0.9988), (54, 0.9943), (56, 0.9782), (57, 0.9947), (58, 0.8893), (59, 0.9897)]",0.944741176,0.8291,8,0.411764706,5,2,7,17
2167,Deterministic ,10000,shifted-gamma,0.1,0.1,8,8,4.609287024,60,2,4,0.98,0,0,0,0.7764,0.0065,0.4919,0.006,43,"[(30, 0.8771), (31, 0.9682), (34, 1.0), (35, 1.0), (36, 0.883), (43, 0.9781), (44, 0.9982), (47, 0.9785), (48, 1.0), (49, 0.7904), (50, 0.9963), (52, 0.9986), (53, 0.935), (54, 0.9635), (55, 0.9372), (56, 0.9033), (57, 0.9823), (58, 0.9457), (59, 1.0)]",0.954494737,0.7904,8,0.526315789,3,7,10,19
2168,Scenario,10000,normal,0.25,0.1,8,8,61.96481609,58,1,3,0.95,100,0,0,1.0286,0.2174,0.1844,0.0365,40,"[(30, 0.9983), (31, 0.9407), (32, 0.9406), (33, 0.9836), (34, 0.9964), (43, 1.0), (44, 1.0), (45, 0.9988), (49, 0.9798), (50, 1.0), (52, 0.9686), (54, 0.9737), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.98628125,0.9406,6,0.875,6,8,14,16
2169,Scenario,10000,normal,0.25,0.1,12,8,188.402951,58,1,3,0.95,100,0,0,0.5255,0.1634,0.1178,0.0308,30,"[(30, 1.0), (31, 0.9407), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9974), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9932), (52, 0.9893), (53, 1.0), (54, 0.9994), (56, 0.9986), (57, 1.0), (58, 0.959), (59, 1.0)]",0.99315,0.9407,10,0.944444444,10,7,17,18
2170,Scenario,10000,normal,0.5,0.1,12,8,144.499208,57,1,3,0.98,50,0,0,0.9321,0.0222,0.1717,0.0044,25,"[(30, 0.9774), (31, 0.9945), (34, 0.9994), (35, 0.9653), (36, 0.9886), (43, 0.9578), (44, 0.9948), (47, 0.9977), (48, 1.0), (49, 0.9999), (50, 0.9663), (52, 0.9917), (54, 0.9741), (56, 0.9997), (57, 1.0), (58, 1.0), (59, 0.9994)]",0.988623529,0.9578,9,0.764705882,7,6,13,17
2171,Scenario,10000,normal,0.25,0.1,14,8,253.5276718,58,3,6,0.98,50,0,0,0.6023,0.0819,0.1624,0.0222,25,"[(30, 0.9429), (31, 0.9853), (32, 1.0), (33, 0.9987), (34, 0.9476), (35, 0.9788), (36, 1.0), (43, 0.9998), (44, 0.9974), (45, 1.0), (46, 1.0), (47, 0.9928), (48, 1.0), (49, 0.9979), (50, 0.9848), (52, 1.0), (53, 1.0), (54, 0.9938), (56, 0.9995), (57, 1.0), (58, 0.9863), (59, 1.0)]",0.991163636,0.9429,12,0.909090909,12,8,20,22
2172,Scenario,10000,normal,0.25,0.1,18,8,328.2487929,59,1,3,0.98,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.375,6,3,9,24
2173,EVT,10000,shifted-gamma,0.25,0.1,14,8,75.91019988,59,3,6,1.64,0,0.25,0.1,1.2024,0.0168,0.354,0.0092,113,"[(30, 0.9875), (31, 0.9436), (34, 1.0), (35, 0.9414), (36, 0.9539), (37, 1.0), (38, 1.0), (39, 0.9861), (43, 0.9844), (44, 0.9738), (46, 0.9358), (47, 0.9901), (48, 0.947), (49, 0.9943), (50, 0.998), (52, 0.9613), (53, 0.9999), (54, 0.9546), (55, 0.9874), (56, 0.9807), (57, 0.9995), (58, 0.9473), (59, 0.9914)]",0.976434783,0.9358,13,0.869565217,12,8,20,23
2174,Deterministic ,10000,shifted-gamma,0.1,0.1,8,8,3.766558886,60,2,4,0.95,0,0,0,0.7764,0.0065,0.4919,0.006,43,"[(30, 0.8771), (31, 0.9682), (34, 1.0), (35, 1.0), (36, 0.883), (43, 0.9781), (44, 0.9982), (47, 0.9785), (48, 1.0), (49, 0.7904), (50, 0.9963), (52, 0.9986), (53, 0.935), (54, 0.9635), (55, 0.9372), (56, 0.9033), (57, 0.9823), (58, 0.9457), (59, 1.0)]",0.954494737,0.7904,8,0.684210526,5,8,13,19
2175,Deterministic ,10000,normal,0.1,0.1,14,8,76.91782093,59,1,3,0.98,0,0,0,2.183,0.0505,0.8888,0.0873,30,"[(30, 0.7113), (31, 0.8181), (34, 1.0), (35, 1.0), (36, 0.7106), (43, 0.8362), (44, 0.9759), (46, 0.602), (47, 1.0), (49, 0.9027000000000001), (50, 0.7593), (51, 0.9544), (52, 0.9998), (53, 1.0), (54, 0.9138), (55, 0.7997), (56, 0.6606000000000001), (57, 0.8556), (58, 0.9998), (59, 0.7948)]",0.86473,0.602,13,0.35,4,3,7,20
2176,Scenario,10000,normal,0.5,0.1,16,8,5393.333174,55,2,4,0.95,500,0,0,0.9367,0.2077,0.1318,0.0316,55,"[(32, 0.9825), (33, 0.9966), (34, 1.0), (35, 1.0), (36, 0.9399), (43, 1.0), (45, 0.999), (46, 1.0), (48, 0.9997), (49, 1.0), (50, 1.0), (52, 1.0), (55, 0.9918), (56, 0.9494), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.991694118,0.9399,11,0.941176471,11,5,16,17
2177,Scenario,10000,normal,0.25,0.1,18,8,1294.121818,59,1,3,0.95,100,0,0,2.013,0.45,0.277,0.0729,60,"[(30, 0.9875), (31, 0.9407), (32, 0.9406), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9945), (43, 0.9975), (44, 0.9974), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9717), (50, 0.9379), (52, 0.9686), (53, 0.9905), (54, 0.9753000000000001), (55, 0.9991), (56, 0.9601), (57, 0.9919), (58, 0.9973), (59, 1.0)]",0.984383333,0.9379,17,0.875,16,5,21,24
