Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
0,EVT,10000,normal,0.25,0.1,14,8,187.876169,59,1,3,1.64,0,0.25,0.1,0.3024,0.0231,0.2916,0.0265,50,"[(30, 0.9872), (31, 0.9695), (34, 0.9848), (35, 1.0), (36, 0.9476), (43, 0.9786), (44, 0.9919), (46, 1.0), (47, 0.9759), (48, 0.9986), (49, 0.9954), (50, 0.953), (52, 0.9999), (53, 0.9875), (54, 0.9527), (55, 0.9698), (56, 0.9826), (57, 0.9786), (58, 0.9671), (59, 1.0)]",0.981035,0.9476,13,1,13,7,20,20
1,EVT,10000,shifted-gamma,0.1,0.1,14,8,77.34879899,59,3,6,2.05,0,0.1,0.1,0.1176,0,0.1251,0.0003,25,"[(30, 0.965), (31, 0.9937), (34, 1.0), (35, 1.0), (36, 0.9716), (43, 0.9985), (44, 0.9999), (46, 0.9698), (47, 1.0), (49, 0.9957), (50, 0.9934), (51, 0.9996), (52, 1.0), (53, 0.9838), (54, 0.9998), (55, 0.9869), (56, 0.9737), (57, 1.0), (58, 1.0), (59, 0.9931)]",0.991225,0.965,13,0.8,11,5,16,20
2,Scenario,10000,normal,0.1,0.1,18,8,2207.787554,59,1,3,0.98,100,0,0,0.3275,0.2167,0.0863,0.0422,15,"[(30, 0.9925), (31, 1.0), (32, 0.9953), (33, 1.0), (34, 0.9999), (35, 1.0), (36, 1.0), (42, 0.9999), (43, 1.0), (44, 1.0), (45, 0.9953), (46, 0.998), (47, 0.9938), (48, 0.9974), (49, 1.0), (50, 0.9745), (52, 0.9948), (53, 1.0), (54, 0.9803), (55, 1.0), (56, 1.0), (57, 0.9834), (58, 0.9988), (59, 1.0)]",0.995995833,0.9745,17,0.958333333,16,7,23,24
3,Scenario,10000,normal,0.5,0.1,8,8,72.36634803,57,1,3,0.98,100,0,0,0.6061,0.1013,0.0758,0.0185,65,"[(34, 0.9994), (43, 1.0), (44, 0.9621), (50, 0.9837), (52, 1.0), (54, 0.9972), (56, 0.9897), (57, 1.0), (58, 0.9829)]",0.990555556,0.9621,5,0.888888889,5,3,8,9
4,Scenario,10000,normal,0.1,0.1,12,8,44.77744293,59,1,3,0.98,10,0,0,3.0584,0.0039,0.4963,0.001,37,"[(30, 0.974), (31, 0.9184), (34, 1.0), (35, 0.9271), (36, 0.9907), (43, 0.8927), (44, 0.9989), (47, 0.8953), (48, 1.0), (49, 1.0), (50, 0.992), (52, 0.9275), (53, 0.9323), (54, 0.9819), (55, 1.0), (56, 0.954), (57, 0.9938), (58, 0.8925), (59, 0.9811)]",0.960642105,0.8925,11,0.526315789,7,3,10,19
5,Deterministic ,10000,shifted-gamma,0.1,0.1,18,8,149.4770851,60,3,6,0.95,0,0,0,0.3437,0.0005,0.2895,0.0008,25,"[(30, 0.9623), (31, 0.9937), (32, 0.9804), (33, 0.998), (34, 1.0), (35, 1.0), (36, 0.9716), (37, 1.0), (38, 1.0), (39, 0.9918), (42, 0.9227), (43, 1.0), (44, 0.9992), (45, 0.9794), (46, 0.991), (47, 0.9923), (48, 0.9839), (49, 0.9718), (50, 0.9789), (51, 0.9999), (52, 0.9689), (53, 1.0), (54, 0.971), (55, 0.9869), (56, 0.9547), (57, 0.999), (58, 0.982), (59, 1.0)]",0.984978571,0.9227,18,0.964285714,17,10,27,28
6,Scenario,10000,shifted-gamma,0.25,0.1,8,8,310.0558639,58,1,3,0.98,300,0,0,0.4878,0.1862,0.08,0.0349,65,"[(34, 0.9939), (43, 1.0), (44, 0.9866), (50, 0.9998), (52, 1.0), (54, 0.9864), (56, 0.9666), (57, 1.0), (58, 0.9864), (59, 1.0)]",0.99197,0.9666,6,0.9,5,4,9,10
7,EVT,10000,normal,0.1,0.1,16,8,139.391675,60,2,4,1.64,0,0.1,0.1,0.0939,0.0069,0.2106,0.0111,30,"[(30, 0.9779), (31, 0.963), (32, 0.9835), (33, 0.9782), (34, 0.9832), (35, 1.0), (36, 0.9851), (37, 0.9777), (38, 1.0), (39, 0.9945), (43, 1.0), (44, 0.998), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9859), (49, 0.9737), (50, 0.9884), (51, 0.9999), (52, 0.9998), (53, 1.0), (54, 0.9829), (55, 0.9932), (56, 0.9782), (57, 0.9865), (58, 0.999), (59, 1.0)]",0.989948148,0.963,16,1,16,11,27,27
8,Scenario,10000,shifted-gamma,0.25,0.1,10,8,371.0628929,57,1,3,0.98,300,0,0,0.6299,0.0865,0.0778,0.0163,70,"[(34, 0.9998), (43, 1.0), (44, 0.9866), (50, 0.9829), (52, 0.9954), (54, 0.9858), (56, 1.0), (57, 1.0), (58, 0.9617), (59, 1.0)]",0.99122,0.9617,7,0.9,6,3,9,10
9,EVT,10000,normal,0.1,0.1,10,8,6.480867147,59,2,4,1.64,0,0.1,0.1,0.1083,0,0.1874,0.0001,20,"[(30, 1.0), (31, 0.9848), (32, 0.9739), (33, 0.9975), (34, 0.9851), (35, 1.0), (36, 0.9881), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.952), (50, 0.9978), (52, 0.9926), (53, 1.0), (54, 0.9664), (55, 0.9932), (56, 0.9732), (57, 1.0), (58, 0.9939), (59, 0.9786)]",0.988855,0.952,9,1,9,11,20,20
10,EVT,10000,shifted-gamma,0.5,0.1,10,8,61.80982399,58,1,3,1.64,0,0.5,0.1,1.4194,0.0865,0.3322,0.0227,120,"[(34, 0.9898), (35, 0.9389), (36, 0.942), (43, 0.957), (44, 0.9545), (50, 0.9601), (52, 0.9577), (53, 1.0), (54, 0.9434), (56, 0.9952), (57, 0.9605), (58, 0.971), (59, 0.9836)]",0.965669231,0.9389,8,0.769230769,7,3,10,13
11,Scenario,10000,shifted-gamma,0.5,0.1,8,8,42.99708104,58,2,4,0.95,50,0,0,2.8598,0.3099,0.2574,0.0445,160,"[(34, 0.9967), (43, 0.8843), (44, 0.9415), (50, 0.9433), (52, 1.0), (54, 0.9559), (56, 0.9469), (57, 0.9999), (58, 0.9981), (59, 0.9971)]",0.96637,0.8843,6,0.7,6,1,7,10
12,Scenario,10000,shifted-gamma,0.5,0.1,8,8,705.4160881,56,3,6,0.98,500,0,0,0.1594,0.2178,0.0322,0.0391,28,"[(34, 1.0), (43, 0.9999), (52, 0.9812), (54, 0.9911), (56, 0.9935), (57, 0.9999)]",0.994266667,0.9812,4,1,4,2,6,6
13,Deterministic ,10000,normal,0.5,0.1,18,8,125.6036789,60,3,6,0.95,0,0,0,22.5959,1.7819,0.9574,0.2338,205,"[(30, 0.5769), (31, 0.7384), (32, 0.7888999999999999), (33, 0.9129), (34, 1.0), (35, 1.0), (36, 0.6482), (37, 0.999), (38, 0.9998), (39, 0.9664), (42, 0.839), (43, 0.9453), (44, 0.84), (45, 0.777), (46, 0.8932), (47, 0.9722), (48, 0.6521), (49, 0.9224), (50, 0.7361), (51, 0.8864), (52, 0.7693), (53, 0.9981), (54, 0.8383), (55, 0.7593), (56, 0.7129), (57, 0.9782), (58, 0.8443), (59, 0.9992)]",0.856921429,0.5769,18,0.357142857,5,5,10,28
14,Scenario,10000,shifted-gamma,0.5,0.1,10,8,623.9984081,55,3,6,0.98,300,0,0,0.1683,0.1177,0.04,0.025,21,"[(34, 1.0), (43, 0.9999), (50, 0.9948), (52, 0.9812), (56, 0.9896), (57, 1.0), (58, 0.9986)]",0.994871429,0.9812,5,1,5,2,7,7
15,Scenario,10000,normal,0.1,0.1,16,8,1067.801172,59,2,4,0.95,100,0,0,0.6901,0.0808,0.1266,0.0159,15,"[(30, 1.0), (31, 0.9998), (32, 1.0), (33, 1.0), (34, 0.9999), (35, 0.9324), (36, 1.0), (43, 0.9999), (45, 1.0), (46, 1.0), (47, 1.0), (48, 1.0), (49, 0.9925), (50, 0.9506), (51, 1.0), (52, 1.0), (53, 1.0), (54, 1.0), (55, 0.9997), (56, 1.0), (57, 0.9938), (58, 1.0), (59, 1.0)]",0.994286957,0.9324,15,0.956521739,15,7,22,23
16,Scenario,10000,normal,0.5,0.1,8,8,220.734879,57,1,3,0.98,300,0,0,0.1541,0.0254,0.0225,0.0051,50,"[(34, 0.9994), (43, 0.9995), (44, 0.9995), (50, 0.9944), (52, 0.9998), (54, 0.9987), (56, 0.996), (57, 1.0), (58, 0.988)]",0.997255556,0.988,5,1,5,4,9,9
17,Scenario,10000,shifted-gamma,0.5,0.1,8,8,364.0312941,56,3,6,0.95,300,0,0,0.1476,0.1616,0.0372,0.0306,26,"[(34, 1.0), (43, 0.9999), (52, 0.9989), (54, 0.9945), (56, 0.9693), (57, 1.0)]",0.993766667,0.9693,4,1,4,2,6,6
18,Scenario,10000,normal,0.5,0.1,8,8,40.1397779,58,3,6,0.95,50,0,0,0.6866,0.1626,0.0606,0.0314,105,"[(34, 1.0), (43, 1.0), (44, 0.9621), (50, 0.9724), (52, 1.0), (54, 0.9987), (56, 0.9851), (57, 1.0), (58, 1.0), (59, 1.0)]",0.99183,0.9621,6,1,6,4,10,10
19,Deterministic ,10000,normal,0.5,0.1,16,8,85.94397783,60,2,4,0.98,0,0,0,35.9168,2.2486,0.9938,0.5335,197,"[(30, 0.5005), (31, 0.6569), (32, 0.6615), (33, 0.7946), (34, 0.9996), (35, 1.0), (36, 0.7338), (37, 0.9934), (38, 0.9993), (39, 0.8891), (43, 0.8617), (44, 0.7474000000000001), (45, 0.6567000000000001), (46, 0.4748), (47, 0.5273), (48, 0.9313), (49, 0.6187), (50, 0.4464), (51, 0.744), (52, 0.7823), (53, 0.9764), (54, 0.5605), (55, 0.7611), (56, 0.6828000000000001), (57, 0.9751), (58, 0.7207), (59, 0.9777)]",0.765688889,0.4464,16,0.259259259,3,4,7,27
20,Deterministic ,10000,normal,0.25,0.1,8,8,4.025293112,60,2,4,0.95,0,0,0,4.0175,0.0757,0.7805,0.0441,64,"[(30, 0.6965), (31, 0.8165), (34, 1.0), (35, 1.0), (36, 0.8517), (43, 0.95), (44, 0.9438), (47, 0.9339), (48, 1.0), (49, 0.642), (50, 0.9625), (52, 0.994), (53, 0.7255), (54, 0.8593), (55, 0.8734999999999999), (56, 0.787), (57, 0.9553), (58, 0.888), (59, 1.0)]",0.888394737,0.642,8,0.421052632,3,5,8,19
21,Scenario,10000,normal,0.25,0.1,8,8,22.38454413,59,1,3,0.98,50,0,0,1.7394,0.195,0.2137,0.0318,75,"[(32, 0.9841), (33, 0.9836), (34, 0.9476), (35, 0.9788), (36, 0.9484), (43, 1.0), (44, 0.9763), (45, 0.9988), (50, 0.955), (52, 0.9686), (53, 1.0), (54, 1.0), (56, 0.99), (57, 1.0), (58, 0.9679), (59, 1.0)]",0.98119375,0.9476,7,0.6875,5,6,11,16
22,EVT,10000,shifted-gamma,0.25,0.1,14,8,99.04204607,59,2,4,1.64,0,0.25,0.1,0.9065,0.0158,0.439,0.013,60,"[(30, 0.9782), (31, 0.9389), (32, 0.958), (33, 0.9593), (34, 0.9682), (35, 1.0), (36, 0.9527), (43, 0.957), (44, 0.9738), (45, 0.9639), (46, 1.0), (47, 0.9972), (48, 0.9682), (49, 0.9635), (50, 0.9683), (52, 0.9859), (53, 0.9996), (54, 0.9691), (55, 0.9595), (56, 0.9666), (57, 0.9825), (58, 0.937), (59, 0.9746)]",0.970521739,0.937,13,0.913043478,12,9,21,23
23,EVT,10000,normal,0.25,0.1,12,8,33.07687783,59,2,4,2.05,0,0.25,0.1,0.0801,0.0018,0.1078,0.0022,40,"[(30, 0.9998), (31, 0.9874), (34, 0.9848), (35, 1.0), (36, 0.9825), (43, 0.9891), (44, 0.9919), (47, 0.9983), (48, 0.9991), (49, 0.9962), (50, 0.9884), (52, 0.9904), (53, 1.0), (54, 0.9941), (55, 0.9925), (56, 0.9829), (57, 1.0), (58, 0.9946), (59, 1.0)]",0.993263158,0.9825,11,1,11,8,19,19
24,Scenario,10000,normal,0.1,0.1,10,8,71.76421309,58,2,4,0.98,100,0,0,0.3212,0.0235,0.052,0.0046,20,"[(32, 0.9996), (33, 1.0), (34, 1.0), (35, 0.9956), (36, 0.9588), (43, 0.9999), (44, 1.0), (45, 1.0), (50, 0.9929), (52, 0.9995), (53, 1.0), (54, 0.9985), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.99655,0.9588,8,0.9375,8,7,15,16
25,Scenario,10000,shifted-gamma,0.1,0.1,8,8,7.72595191,59,3,6,0.98,10,0,0,1.3246,0.0515,0.2225,0.0087,35,"[(30, 1.0), (31, 0.9349), (32, 0.9946), (33, 1.0), (34, 1.0), (35, 1.0), (36, 0.9559), (43, 0.9937), (44, 0.9906), (45, 1.0), (47, 0.9916), (48, 1.0), (49, 0.9787), (50, 0.9994), (52, 1.0), (53, 0.9221), (54, 0.9814), (56, 1.0), (57, 1.0), (58, 0.9995), (59, 0.9792)]",0.986742857,0.9221,7,0.857142857,6,12,18,21
26,Deterministic ,10000,normal,0.5,0.1,10,8,5.128724098,59,3,6,0.98,0,0,0,17.9172,0.797,0.9037,0.161,165,"[(30, 0.5748), (31, 0.7384), (32, 0.8009999999999999), (33, 0.9329), (34, 1.0), (35, 1.0), (36, 0.869), (43, 0.9328), (44, 0.8806), (45, 0.9987), (49, 0.6126), (50, 0.8916), (52, 0.6891), (53, 0.6315999999999999), (54, 0.7651), (55, 0.8214), (56, 1.0), (57, 0.9925), (58, 0.669), (59, 0.9151)]",0.83581,0.5748,9,0.25,2,3,5,20
27,Scenario,10000,normal,0.5,0.1,18,8,1861.347232,57,3,6,0.95,50,0,0,1.8922,0.0714,0.2572,0.016,47,"[(30, 0.9983), (31, 0.9658), (32, 1.0), (33, 0.9874), (34, 1.0), (35, 1.0), (36, 0.9999), (42, 1.0), (43, 0.9409), (44, 0.9988), (45, 0.9611), (46, 0.996), (47, 0.9997), (48, 1.0), (50, 0.9877), (52, 0.9117), (53, 0.9894), (54, 0.9538), (56, 0.9968), (57, 1.0), (58, 0.9994), (59, 1.0)]",0.985759091,0.9117,15,0.909090909,13,7,20,22
28,EVT,10000,shifted-gamma,0.5,0.1,16,8,381.702003,57,1,3,1.64,0,0.5,0.1,2.6566,0.3285,0.5069,0.086,95,"[(30, 0.9445), (31, 0.9436), (32, 0.9436), (33, 0.9403), (34, 0.9642), (35, 0.9389), (36, 0.942), (43, 0.957), (45, 0.9615), (46, 0.9452), (47, 0.999), (48, 1.0), (49, 0.9411), (50, 0.946), (52, 0.9998), (53, 1.0), (54, 0.9868), (56, 0.9399), (57, 0.9605), (58, 0.9956), (59, 0.9908)]",0.96382381,0.9389,13,0.619047619,11,2,13,21
29,Scenario,10000,normal,0.1,0.1,14,8,320.846055,59,2,4,0.95,100,0,0,0.5884,0.2989,0.1057,0.0602,25,"[(30, 0.9999), (31, 0.9998), (32, 0.9963), (33, 0.9852), (34, 0.9974), (35, 0.9324), (36, 1.0), (43, 0.9999), (44, 1.0), (45, 0.9953), (46, 0.9962), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9957), (52, 0.989), (53, 1.0), (54, 1.0), (55, 0.9997), (56, 0.9989), (57, 1.0), (58, 0.9973), (59, 1.0)]",0.994913043,0.9324,13,0.956521739,13,9,22,23
30,EVT,10000,normal,0.25,0.1,8,8,12.68813491,60,2,4,1.64,0,0.25,0.1,0.2419,0.0015,0.245,0.0026,35,"[(30, 0.9854), (31, 0.9627), (32, 0.9776), (33, 0.9786), (34, 0.9721), (35, 1.0), (36, 0.9908), (43, 0.9786), (44, 0.9919), (45, 0.9711), (49, 0.9999), (50, 0.9825), (52, 0.9929), (53, 1.0), (54, 0.9823), (55, 0.9768), (56, 0.9658), (57, 1.0), (58, 0.9828), (59, 0.9888)]",0.98403,0.9627,8,1,8,12,20,20
31,Scenario,10000,shifted-gamma,0.1,0.1,10,8,12.62206292,58,1,3,0.98,10,0,0,1.8423,0.0005,0.3254,0.0001,43,"[(32, 0.9938), (33, 0.9969), (34, 0.9471), (35, 1.0), (36, 0.9559), (43, 0.8843), (44, 0.9906), (45, 0.9874), (50, 0.9979), (52, 0.996), (53, 1.0), (54, 0.9138), (56, 0.987), (57, 1.0), (58, 1.0), (59, 0.9254)]",0.97350625,0.8843,8,0.6875,6,5,11,16
32,EVT,10000,shifted-gamma,0.5,0.1,14,8,157.2880459,57,1,3,1.64,0,0.5,0.1,2.2363,0.0607,0.4532,0.036,134,"[(30, 0.9337), (31, 0.9436), (34, 0.9642), (35, 0.9997), (36, 0.9499), (43, 0.957), (44, 0.9545), (46, 0.9388), (47, 0.9572), (48, 0.9782), (49, 0.9460999999999999), (50, 0.9437), (52, 0.9964), (53, 0.9447), (56, 0.9815), (57, 0.9605), (58, 0.9514), (59, 0.9908)]",0.960661111,0.9337,11,0.722222222,8,5,13,18
33,Scenario,10000,normal,0.25,0.1,18,8,1594.241093,59,3,6,0.98,100,0,0,0.3519,0.2564,0.0682,0.0479,40,"[(30, 1.0), (31, 1.0), (32, 0.9711), (33, 0.9988), (34, 1.0), (35, 1.0), (36, 1.0), (42, 0.9983), (43, 1.0), (44, 0.9975), (45, 0.9988), (46, 0.9978), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9908), (51, 0.9998), (52, 1.0), (53, 1.0), (54, 1.0), (56, 0.9986), (57, 0.9807), (58, 0.9928), (59, 1.0)]",0.996875,0.9711,17,0.958333333,17,6,23,24
34,Scenario,10000,shifted-gamma,0.5,0.1,16,8,1151.797983,56,2,4,0.98,100,0,0,2.4369,1.1208,0.2169,0.1266,86,"[(32, 0.9927), (33, 0.9866), (34, 0.9967), (35, 0.9993), (36, 0.9982), (43, 0.9410000000000001), (44, 0.9813), (45, 0.9618), (46, 0.9919), (47, 0.9686), (48, 0.9997), (49, 0.9828), (50, 0.9997), (52, 0.9368), (56, 0.9991), (57, 0.9992), (58, 0.9859), (59, 0.9971)]",0.984355556,0.9368,12,0.777777778,9,5,14,18
35,Deterministic ,10000,normal,0.5,0.1,18,8,120.0357642,60,2,4,0.98,0,0,0,37.6031,5.152,0.9943,0.5226,233,"[(30, 0.4757), (31, 0.6569), (32, 0.6615), (33, 0.7946), (34, 0.9996), (35, 1.0), (36, 0.5467), (37, 0.9934), (38, 0.9993), (39, 0.8891), (42, 0.6947), (43, 0.8837), (44, 0.7474000000000001), (45, 0.6567000000000001), (46, 0.7977), (47, 0.8952), (48, 0.5475), (49, 0.8009999999999999), (50, 0.6275), (51, 0.7863), (52, 0.6508), (53, 0.9764), (54, 0.7162999999999999), (55, 0.6734), (56, 0.5901000000000001), (57, 0.905), (58, 0.7207), (59, 0.9775)]",0.773739286,0.4757,18,0.214285714,2,4,6,28
36,Scenario,10000,normal,0.5,0.1,8,8,257.808203,57,1,3,0.95,300,0,0,1.0901,0.3936,0.1584,0.0733,60,"[(34, 1.0), (43, 1.0), (44, 0.9621), (50, 0.9667), (52, 0.9641), (54, 0.9822), (56, 0.9994), (57, 1.0), (58, 0.9372)]",0.979077778,0.9372,5,0.888888889,4,4,8,9
37,Scenario,10000,normal,0.5,0.1,18,8,1828.959612,57,2,4,0.95,50,0,0,2.0106,0.2059,0.2534,0.0331,50,"[(30, 0.9745), (31, 0.9894), (32, 0.9997), (33, 0.9874), (34, 0.9994), (35, 1.0), (36, 1.0), (42, 0.9579), (43, 0.9728), (44, 0.9304), (45, 1.0), (46, 1.0), (47, 0.9997), (48, 0.9951), (49, 0.9838), (50, 0.9996), (52, 0.9109), (53, 0.9997), (56, 0.9955), (57, 1.0), (58, 0.9957), (59, 1.0)]",0.985977273,0.9109,15,0.909090909,13,7,20,22
38,Deterministic ,10000,shifted-gamma,0.5,0.1,10,8,7.251470089,59,2,4,0.98,0,0,0,32.3713,2.8507,0.9631,0.3218,308,"[(30, 0.5252), (31, 0.7234), (32, 0.7117), (33, 0.8328), (34, 0.9951), (35, 1.0), (36, 0.7587), (43, 0.847), (44, 0.8062), (45, 0.9615), (49, 0.5788), (50, 0.8311999999999999), (52, 0.6226), (53, 0.6125), (54, 0.6967), (55, 0.7263999999999999), (56, 1.0), (57, 0.9575), (58, 0.6254), (59, 0.8311999999999999)]",0.782195,0.5252,9,0.15,1,2,3,20
39,Scenario,10000,normal,0.1,0.1,16,8,963.7519419,59,2,4,0.98,100,0,0,0.0587,0.0763,0.023,0.0164,10,"[(30, 1.0), (31, 1.0), (32, 1.0), (33, 1.0), (34, 0.9999), (35, 1.0), (36, 1.0), (43, 0.9998), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9999), (49, 0.9808), (50, 1.0), (51, 1.0), (52, 0.9987), (53, 1.0), (54, 0.9984), (55, 0.9997), (56, 0.9992), (57, 1.0), (58, 0.9998), (59, 1.0)]",0.998965217,0.9808,15,1,15,8,23,23
40,EVT,10000,shifted-gamma,0.1,0.1,10,8,5.660485029,59,3,6,2.05,0,0.1,0.1,0.0704,0,0.0983,0.0001,20,"[(30, 1.0), (31, 0.9937), (32, 0.9916), (33, 1.0), (34, 1.0), (35, 1.0), (36, 0.9861), (43, 0.9999), (44, 0.9999), (45, 1.0), (49, 0.9924), (50, 0.999), (52, 0.9741), (53, 0.9932), (54, 0.9948), (55, 0.999), (56, 0.972), (57, 1.0), (58, 0.9892), (59, 0.9989)]",0.99419,0.972,9,0.9,7,11,18,20
41,Scenario,10000,shifted-gamma,0.5,0.1,10,8,570.9375901,55,1,3,0.95,300,0,0,0.6067,0.2523,0.1164,0.0387,42,"[(34, 1.0), (43, 0.9702), (50, 0.9888), (52, 0.937), (56, 0.9967), (57, 0.9992), (58, 0.978)]",0.981414286,0.937,5,0.857142857,4,2,6,7
42,Scenario,10000,normal,0.1,0.1,18,8,2107.216889,59,1,3,0.95,100,0,0,0.5071,0.2456,0.0978,0.0461,24,"[(30, 1.0), (31, 1.0), (32, 1.0), (33, 1.0), (34, 0.9974), (35, 1.0), (36, 1.0), (42, 0.9976), (43, 1.0), (45, 0.9995), (46, 0.9816), (47, 0.9938), (48, 1.0), (49, 0.9486), (50, 0.9941), (51, 0.9948), (52, 0.9999), (53, 1.0), (54, 0.9994), (55, 1.0), (56, 0.9948), (57, 0.9839), (58, 0.9988), (59, 1.0)]",0.995175,0.9486,17,1,17,7,24,24
43,EVT,10000,normal,0.25,0.1,8,8,12.20132709,60,3,6,2.05,0,0.25,0.1,0.1653,0,0.127,0,30,"[(30, 0.9854), (31, 0.9874), (32, 0.9776), (33, 0.9989), (34, 0.9973), (35, 1.0), (36, 0.9922), (43, 0.9991), (44, 0.9919), (45, 0.9958), (49, 1.0), (50, 0.9756), (52, 0.9984), (53, 1.0), (54, 0.9879), (55, 0.9973), (56, 0.9943), (57, 1.0), (58, 0.9828), (59, 0.9888)]",0.992535,0.9756,8,1,8,12,20,20
44,Scenario,10000,normal,0.5,0.1,8,8,43.83584881,58,2,4,0.95,50,0,0,1.0962,0.1551,0.1237,0.0302,85,"[(34, 0.9994), (43, 1.0), (44, 0.9621), (50, 0.9802), (52, 0.9998), (54, 0.9697), (56, 0.9403), (57, 1.0), (58, 1.0), (59, 1.0)]",0.98515,0.9403,6,0.9,5,4,9,10
45,Scenario,10000,shifted-gamma,0.5,0.1,8,8,728.4358671,56,1,3,0.95,500,0,0,0.1229,0.3478,0.0238,0.0616,27,"[(34, 1.0), (43, 0.9999), (52, 0.9955), (56, 1.0), (57, 1.0), (58, 0.9798)]",0.995866667,0.9798,4,1,4,2,6,6
46,Deterministic ,10000,normal,0.25,0.1,8,8,3.61435008,60,1,3,0.95,0,0,0,10.0032,0.1726,0.9786,0.0879,81,"[(30, 0.49870000000000003), (31, 0.6712), (34, 1.0), (35, 1.0), (36, 0.6464), (43, 0.7692), (44, 0.7883), (47, 0.7806), (48, 1.0), (49, 0.4488), (50, 0.9065), (52, 0.9699), (53, 0.5538000000000001), (54, 0.6945), (55, 0.7128), (56, 0.5905), (57, 0.8009), (58, 0.6698999999999999), (59, 0.9773)]",0.762068421,0.4488,8,0.263157895,2,3,5,19
47,Deterministic ,10000,shifted-gamma,0.5,0.1,14,8,89.26330304,59,3,6,0.98,0,0,0,17.4705,2.1189,0.8448,0.2799,245,"[(30, 0.6717), (31, 0.7799), (34, 0.9977), (35, 1.0), (36, 0.6923), (43, 0.9437), (44, 0.8803), (46, 0.6154999999999999), (47, 0.9887), (49, 0.9876), (50, 0.8698), (51, 0.8486), (52, 0.972), (53, 0.9276), (54, 0.8806), (55, 0.7928999999999999), (56, 0.8287), (57, 0.8956), (58, 0.9345), (59, 0.9836)]",0.874565,0.6155,13,0.25,3,2,5,20
48,Scenario,10000,normal,0.5,0.1,14,8,114.7428808,59,1,3,0.95,10,0,0,17.8708,1.4691,0.8878,0.358,143,"[(30, 0.8943), (31, 0.9945), (34, 0.845), (35, 1.0), (36, 0.9709), (43, 0.7661), (44, 0.8361000000000001), (46, 0.6656), (47, 0.773), (48, 0.9667), (49, 0.8771), (50, 0.8291999999999999), (52, 0.708), (53, 0.9873), (54, 0.7379), (55, 0.6218), (56, 0.8918), (57, 0.9968), (58, 0.8883), (59, 0.8306)]",0.85405,0.6218,13,0.3,3,3,6,20
49,EVT,10000,shifted-gamma,0.25,0.1,14,8,127.7792668,59,2,4,2.05,0,0.25,0.1,0.4588,0.015,0.2083,0.0044,55,"[(30, 0.9854), (31, 0.9682), (34, 1.0), (35, 1.0), (36, 0.9753000000000001), (43, 0.9844), (44, 0.9738), (46, 1.0), (47, 0.9901), (48, 0.9972), (49, 0.9944), (50, 0.9677), (52, 0.9897), (53, 0.9979), (54, 0.9691), (55, 0.9823), (56, 0.9782), (57, 0.9976), (58, 0.9935), (59, 0.9914)]",0.98681,0.9677,13,0.8,11,5,16,20
50,Deterministic ,10000,shifted-gamma,0.5,0.1,16,8,101.8312781,60,3,6,0.98,0,0,0,27.1232,1.5626,0.9425,0.3209,282,"[(30, 0.6698999999999999), (31, 0.7796), (32, 0.8038), (33, 0.9019), (34, 0.9977), (35, 1.0), (36, 0.8605), (37, 0.9957), (38, 0.9976), (39, 0.9574), (43, 0.9437), (44, 0.844), (45, 0.7795), (46, 0.613), (47, 0.6872), (48, 0.9782), (49, 0.759), (50, 0.6157), (51, 0.8468), (52, 0.8995), (53, 0.9878), (54, 0.7029000000000001), (55, 0.8637), (56, 0.8251), (57, 0.9775), (58, 0.8426), (59, 0.9897)]",0.856296296,0.613,16,0.296296296,4,4,8,27
51,Deterministic ,10000,normal,0.5,0.1,10,8,5.986768961,59,2,4,0.95,0,0,0,29.2634,2.0862,0.9783,0.3307,191,"[(30, 0.4587), (31, 0.6569), (32, 0.6704), (33, 0.8234), (34, 0.9996), (35, 1.0), (36, 0.7484999999999999), (43, 0.8367), (44, 0.7807999999999999), (45, 0.98), (49, 0.5015000000000001), (50, 0.8277), (52, 0.5681), (53, 0.5346), (54, 0.6537), (55, 0.6996), (56, 1.0), (57, 0.9751), (58, 0.5626), (59, 0.8200000000000001)]",0.754895,0.4587,9,0.25,2,3,5,20
