Column1,Method,NumSimulationScenario,Distribution,TravelCov,ScenarioCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
20,EVT,10000,normal,0.25,0.1,20,20,263.073854,60,1,3,2.05,0,0.25,0.1,0.1417,0.005,0.2223,0.0071,20,"[(3, 0.9934), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9857), (11, 0.9981), (12, 0.9924), (15, 0.9935), (16, 0.9984), (19, 0.9802), (20, 0.9967), (30, 0.9965), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9941), (40, 0.9935), (41, 0.995), (42, 0.9825), (43, 0.9947), (44, 0.992), (45, 1.0), (46, 0.9934), (47, 0.9983), (48, 0.9938), (49, 0.9899), (50, 0.9944), (51, 0.9965), (52, 0.983), (53, 0.9822), (54, 0.9866), (55, 1.0), (56, 0.9881), (57, 0.9987), (58, 0.9956), (59, 0.9929)]",0.992968421,0.9802,20,1,20,18,38,38
21,EVT,10000,normal,0.25,0.1,20,20,257.7120881,60,1,3,2.05,0,0.25,0.1,0.1417,0.005,0.2223,0.0071,20,"[(3, 0.9934), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9857), (11, 0.9981), (12, 0.9924), (15, 0.9935), (16, 0.9984), (19, 0.9802), (20, 0.9967), (30, 0.9965), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9941), (40, 0.9935), (41, 0.995), (42, 0.9825), (43, 0.9947), (44, 0.992), (45, 1.0), (46, 0.9934), (47, 0.9983), (48, 0.9938), (49, 0.9899), (50, 0.9944), (51, 0.9965), (52, 0.983), (53, 0.9822), (54, 0.9866), (55, 1.0), (56, 0.9881), (57, 0.9987), (58, 0.9956), (59, 0.9929)]",0.992968421,0.9802,20,1,20,18,38,38
22,Scenario,10000,normal,0.25,0.1,25,20,81.62562513,60,1,3,0.98,10,0,0,2.1239,0.0128,0.8704,0.0081,46,"[(3, 0.9095), (4, 0.999), (5, 1.0), (6, 1.0), (7, 1.0), (11, 0.992), (12, 0.9547), (15, 0.9571), (16, 0.9984), (19, 0.9468), (20, 0.9761), (30, 0.9988), (31, 0.9627), (32, 0.8859), (33, 0.9142), (34, 1.0), (35, 1.0), (36, 0.9991), (37, 0.9651), (38, 1.0), (39, 0.9563), (40, 0.991), (41, 0.7545), (42, 0.951), (43, 0.9083), (44, 0.9438), (45, 0.777), (46, 0.9626), (47, 0.9762), (48, 0.7847), (49, 0.9776), (50, 0.9775), (51, 0.9472), (52, 0.9757), (53, 0.9295), (54, 0.9313), (55, 0.9774), (56, 0.953), (57, 0.9987), (58, 0.9785), (59, 0.7626)]",0.948141463,0.7545,25,0.487804878,11,9,20,41
23,Deterministic ,10000,normal,0.25,0.1,25,20,21.02784801,60,1,3,0.98,0,0,0,25.6424,0.347,0.9995,0.1304,205,"[(0, 0.5565), (1, 0.8407), (2, 0.5045999999999999), (3, 0.6826), (4, 0.8260000000000001), (5, 1.0), (6, 1.0), (7, 0.6491), (11, 0.6482), (12, 0.9547), (13, 0.6442), (14, 1.0), (15, 1.0), (16, 0.9984), (30, 0.4565), (31, 0.6712), (34, 1.0), (35, 0.7478), (36, 0.6209), (37, 0.8819), (38, 0.8575), (39, 0.4142), (40, 0.5881000000000001), (41, 0.9773), (42, 0.5386), (43, 0.7475), (44, 1.0), (45, 0.6702), (46, 0.5919), (47, 0.6847), (48, 0.7599), (49, 0.8944), (50, 1.0), (51, 0.7865), (52, 0.9957), (53, 0.9802), (54, 0.753), (55, 0.5283), (56, 0.8004), (57, 0.8266), (58, 1.0), (59, 0.7904)]",0.782588095,0.4142,25,0.285714286,6,6,12,42
24,Scenario,10000,normal,0.25,0.1,25,20,1285.305127,60,1,3,0.98,100,0,0,0.5577,0.0639,0.4925,0.1773,25,"[(3, 0.9918), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9798), (11, 0.9265), (12, 0.9547), (15, 0.9998), (16, 1.0), (17, 0.9773), (18, 0.9802), (24, 0.9776), (25, 0.9995), (26, 1.0), (27, 0.9946), (28, 1.0), (29, 0.999), (30, 0.9967), (31, 0.9975), (32, 1.0), (33, 0.9634), (34, 0.9944), (35, 0.9339), (36, 0.9472), (37, 0.967), (38, 1.0), (39, 1.0), (40, 0.9981), (41, 0.9768), (42, 0.9511000000000001), (43, 0.9999), (44, 1.0), (45, 0.9796), (46, 1.0), (47, 0.9526), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9936), (53, 0.9798), (54, 0.9992), (55, 0.9557), (56, 0.9846), (57, 1.0), (58, 0.9713), (59, 0.9515)]",0.983825532,0.9265,25,0.744680851,17,18,35,47
25,Deterministic ,10000,normal,0.25,0.1,40,20,47.96184182,60,1,3,0.98,0,0,0,35.924,1.0536,0.9998,0.2778,159,"[(3, 0.8774), (4, 0.8260000000000001), (5, 1.0), (6, 0.7129), (7, 0.825), (11, 0.6643), (12, 0.7616), (15, 0.5253), (16, 0.7419), (17, 0.5702), (18, 0.751), (19, 0.8486), (20, 1.0), (21, 0.9949), (22, 1.0), (23, 0.9833), (24, 0.4931), (25, 0.976), (26, 0.9769), (27, 0.6283000000000001), (28, 0.8513999999999999), (29, 0.6317999999999999), (30, 0.44010000000000005), (31, 0.6712), (32, 0.7035), (33, 0.7861), (34, 0.8382000000000001), (35, 0.7219), (36, 0.472), (37, 0.5772999999999999), (38, 0.9459), (39, 0.5062), (40, 0.5379), (41, 0.71), (42, 0.7466999999999999), (43, 0.8319), (44, 0.7883), (45, 1.0), (46, 0.6748000000000001), (47, 0.9782), (48, 0.8061), (49, 0.9066), (50, 0.9912), (51, 0.6649), (52, 0.7988), (53, 0.5538000000000001), (54, 1.0), (55, 1.0), (56, 0.5396000000000001), (57, 1.0), (58, 0.8447), (59, 0.9773)]",0.781790385,0.4401,40,0.269230769,13,1,14,52
26,Scenario,10000,normal,0.25,0.1,20,20,158.009192,60,1,3,0.98,10,0,0,4.4415,0.0669,0.9665,0.1658,50,"[(6, 1.0), (7, 0.927), (11, 0.8261000000000001), (12, 0.9547), (15, 0.9922), (16, 0.9725), (17, 0.9567), (18, 0.9075), (19, 0.9426), (20, 0.9761), (24, 0.9946), (25, 1.0), (26, 0.949), (30, 0.9988), (31, 0.9627), (32, 0.7149), (33, 0.49639999999999995), (34, 1.0), (35, 1.0), (36, 0.9253), (40, 0.9555), (41, 0.948), (42, 0.8787), (43, 0.7784), (44, 0.997), (45, 0.49929999999999997), (46, 1.0), (47, 0.9762), (48, 0.9938), (49, 0.7794), (50, 0.9436), (51, 0.9369), (52, 0.9576), (53, 0.9302), (54, 0.9637), (55, 0.9559), (56, 0.9992), (57, 0.9987), (58, 0.7337), (59, 0.7904)]",0.9128325,0.4964,20,0.35,6,8,14,40
27,EVT,10000,normal,0.25,0.1,35,20,1301.975197,60,1,3,2.05,0,0.25,0.1,0.2032,0.0055,0.2787,0.0151,30,"[(0, 0.9786), (1, 0.9987), (2, 0.9999), (3, 0.991), (4, 0.999), (5, 1.0), (6, 0.9989), (7, 0.9808), (8, 0.9884), (9, 0.9995), (10, 1.0), (11, 0.9974), (12, 0.9846), (15, 0.9973), (16, 0.9984), (17, 0.9911), (18, 0.9966), (19, 0.9802), (20, 0.9967), (24, 1.0), (25, 0.9994), (26, 0.9999), (27, 0.9896), (28, 0.9953), (29, 0.9899), (30, 0.9893), (31, 0.9905), (32, 0.9859), (33, 0.9985), (34, 1.0), (35, 0.9987), (36, 0.982), (37, 0.9904), (38, 0.9966), (39, 0.9936), (40, 0.9996), (41, 0.9999), (42, 0.9938), (43, 0.9943), (44, 1.0), (45, 0.9999), (46, 0.9941), (47, 0.9915), (48, 1.0), (49, 0.9915), (50, 0.9802), (51, 0.9963), (52, 0.983), (53, 0.986), (54, 0.9941), (55, 0.994), (56, 0.9985), (57, 0.9989), (58, 0.9862), (59, 1.0)]",0.993790909,0.9786,35,1,35,20,55,55
28,Scenario,10000,normal,0.25,0.1,40,20,5548.389282,60,1,3,0.98,100,0,0,0.5676,0.103,0.4573,0.1468,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9757), (7, 0.9712), (11, 1.0), (12, 0.998), (15, 0.9956), (16, 1.0), (17, 0.9773), (18, 0.9802), (19, 0.9937), (20, 1.0), (21, 0.9872), (22, 0.9994), (23, 0.9518), (24, 0.9931), (25, 1.0), (26, 0.999), (27, 0.9854), (28, 1.0), (29, 1.0), (30, 0.9712), (31, 1.0), (32, 1.0), (33, 0.9459), (34, 1.0), (35, 0.9986), (36, 0.9472), (37, 0.9936), (38, 1.0), (39, 0.9746), (40, 0.991), (41, 1.0), (42, 0.9878), (43, 1.0), (44, 0.9916), (45, 0.902), (46, 0.9811), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.969), (51, 0.9912), (52, 1.0), (53, 0.9855), (54, 1.0), (55, 0.9683), (56, 0.9975), (57, 1.0), (58, 0.9997), (59, 1.0)]",0.988309091,0.902,40,0.818181818,32,13,45,55
29,Scenario,10000,normal,0.25,0.1,20,20,159.659153,60,1,3,0.98,10,0,0,4.4415,0.0669,0.9665,0.1658,50,"[(6, 1.0), (7, 0.927), (11, 0.8261000000000001), (12, 0.9547), (15, 0.9922), (16, 0.9725), (17, 0.9567), (18, 0.9075), (19, 0.9426), (20, 0.9761), (24, 0.9946), (25, 1.0), (26, 0.949), (30, 0.9988), (31, 0.9627), (32, 0.7149), (33, 0.49639999999999995), (34, 1.0), (35, 1.0), (36, 0.9253), (40, 0.9555), (41, 0.948), (42, 0.8787), (43, 0.7784), (44, 0.997), (45, 0.49929999999999997), (46, 1.0), (47, 0.9762), (48, 0.9938), (49, 0.7794), (50, 0.9436), (51, 0.9369), (52, 0.9576), (53, 0.9302), (54, 0.9637), (55, 0.9559), (56, 0.9992), (57, 0.9987), (58, 0.7337), (59, 0.7904)]",0.9128325,0.4964,20,0.35,6,8,14,40
30,EVT,10000,normal,0.25,0.1,30,20,1218.362213,60,1,3,2.05,0,0.25,0.1,0.1392,0.0071,0.2467,0.0188,25,"[(3, 0.9866), (4, 0.999), (5, 1.0), (6, 0.9953), (7, 0.9941), (11, 0.9835), (12, 0.9888), (15, 0.9971), (16, 0.9984), (17, 0.9911), (18, 0.9966), (27, 0.9924), (28, 0.997), (29, 0.9959), (30, 0.9911), (31, 0.9817), (32, 0.9896), (33, 0.997), (34, 0.9999), (35, 0.9953), (36, 0.9791), (37, 1.0), (38, 1.0), (39, 0.9995), (40, 0.9849), (41, 0.9929), (42, 0.9978), (43, 0.9926), (44, 0.9986), (45, 0.9891), (46, 0.996), (47, 1.0), (48, 1.0), (49, 0.9873), (50, 0.9874), (51, 0.9923), (52, 0.9803), (53, 0.9949), (54, 0.9925), (55, 0.9949), (56, 0.9948), (57, 0.9987), (58, 0.9862), (59, 0.9866)]",0.993109091,0.9791,30,1,30,14,44,44
31,Scenario,10000,normal,0.25,0.1,40,20,204.3549759,60,1,3,0.98,10,0,0,6.9264,0.1209,0.9896,0.1135,71,"[(0, 0.9478), (1, 0.9798), (2, 0.9314), (3, 1.0), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9791), (11, 0.8261000000000001), (12, 0.9547), (13, 0.8466), (14, 0.8345), (15, 1.0), (16, 0.9984), (17, 0.6957), (18, 0.9075), (19, 0.9974), (20, 0.9938), (21, 0.8629), (22, 1.0), (23, 1.0), (24, 0.8492), (25, 0.9737), (26, 0.9758), (27, 0.9999), (28, 1.0), (29, 0.4497), (30, 0.9907), (31, 0.9905), (32, 0.9003), (33, 0.9142), (34, 0.9766), (35, 1.0), (36, 0.9803), (37, 0.9338), (38, 0.9085), (39, 0.9475), (40, 1.0), (41, 0.9748), (42, 0.8562), (43, 0.9083), (44, 0.9332), (45, 1.0), (46, 0.9507), (47, 0.49760000000000004), (48, 0.8061), (49, 0.9807), (50, 0.8046), (51, 0.9369), (52, 0.9842), (53, 0.9302), (54, 0.9455), (55, 0.8596), (56, 0.9052), (57, 0.9851), (58, 0.9099), (59, 1.0)]",0.924810526,0.4497,40,0.456140351,17,9,26,57
32,Deterministic ,10000,normal,0.25,0.1,40,20,56.76867104,60,1,3,0.98,0,0,0,35.924,1.0536,0.9998,0.2778,159,"[(3, 0.8774), (4, 0.8260000000000001), (5, 1.0), (6, 0.7129), (7, 0.825), (11, 0.6643), (12, 0.7616), (15, 0.5253), (16, 0.7419), (17, 0.5702), (18, 0.751), (19, 0.8486), (20, 1.0), (21, 0.9949), (22, 1.0), (23, 0.9833), (24, 0.4931), (25, 0.976), (26, 0.9769), (27, 0.6283000000000001), (28, 0.8513999999999999), (29, 0.6317999999999999), (30, 0.44010000000000005), (31, 0.6712), (32, 0.7035), (33, 0.7861), (34, 0.8382000000000001), (35, 0.7219), (36, 0.472), (37, 0.5772999999999999), (38, 0.9459), (39, 0.5062), (40, 0.5379), (41, 0.71), (42, 0.7466999999999999), (43, 0.8319), (44, 0.7883), (45, 1.0), (46, 0.6748000000000001), (47, 0.9782), (48, 0.8061), (49, 0.9066), (50, 0.9912), (51, 0.6649), (52, 0.7988), (53, 0.5538000000000001), (54, 1.0), (55, 1.0), (56, 0.5396000000000001), (57, 1.0), (58, 0.8447), (59, 0.9773)]",0.781790385,0.4401,40,0.269230769,13,1,14,52
33,Scenario,10000,normal,0.25,0.1,30,20,3964.781262,60,1,3,0.98,100,0,0,0.6964,0.1285,0.455,0.18,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9594), (7, 1.0), (11, 0.9754), (12, 0.9906), (15, 0.9985), (16, 0.9984), (17, 0.9978), (18, 0.9802), (19, 0.9613), (20, 0.9967), (24, 0.9816), (25, 0.9995), (26, 1.0), (30, 0.9721), (31, 1.0), (32, 0.9972), (33, 1.0), (34, 0.9993), (35, 0.9771), (36, 0.9911), (37, 0.9996), (38, 1.0), (39, 0.9746), (40, 0.9678), (41, 0.9768), (42, 1.0), (43, 0.9761), (44, 0.9607), (45, 0.9943), (46, 0.9919), (47, 1.0), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9942), (53, 0.9955), (54, 0.8983), (55, 0.947), (56, 0.9735), (57, 0.992), (58, 1.0), (59, 0.9983)]",0.986971429,0.8983,30,0.795918367,23,16,39,49
34,Scenario,10000,normal,0.25,0.1,25,20,1266.263088,60,1,3,0.98,100,0,0,0.5577,0.0639,0.4925,0.1773,25,"[(3, 0.9918), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9798), (11, 0.9265), (12, 0.9547), (15, 0.9998), (16, 1.0), (17, 0.9773), (18, 0.9802), (24, 0.9776), (25, 0.9995), (26, 1.0), (27, 0.9946), (28, 1.0), (29, 0.999), (30, 0.9967), (31, 0.9975), (32, 1.0), (33, 0.9634), (34, 0.9944), (35, 0.9339), (36, 0.9472), (37, 0.967), (38, 1.0), (39, 1.0), (40, 0.9981), (41, 0.9768), (42, 0.9511000000000001), (43, 0.9999), (44, 1.0), (45, 0.9796), (46, 1.0), (47, 0.9526), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9936), (53, 0.9798), (54, 0.9992), (55, 0.9557), (56, 0.9846), (57, 1.0), (58, 0.9713), (59, 0.9515)]",0.983825532,0.9265,25,0.744680851,17,18,35,47
35,EVT,10000,normal,0.25,0.1,40,20,476.3598149,60,1,3,2.05,0,0.25,0.1,0.1875,0.0035,0.2874,0.0065,16,"[(0, 0.9867), (1, 0.9987), (2, 0.9928), (3, 0.9922), (4, 0.999), (5, 1.0), (6, 0.9984), (7, 0.9805), (8, 0.9884), (9, 0.9995), (10, 1.0), (11, 0.9987), (12, 0.996), (13, 0.9985), (14, 1.0), (15, 0.9974), (16, 0.9828), (19, 0.9897), (20, 0.9886), (21, 1.0), (22, 1.0), (23, 0.9978), (24, 0.9982), (25, 1.0), (26, 1.0), (27, 0.9832), (28, 1.0), (29, 0.9889), (30, 0.9909), (31, 1.0), (32, 0.9938), (33, 0.9909), (34, 0.999), (35, 0.9821), (36, 0.9882), (37, 0.9919), (38, 1.0), (39, 0.9948), (40, 0.9975), (41, 0.9947), (42, 0.9921), (43, 0.9926), (44, 0.993), (45, 0.9903), (46, 0.9941), (47, 0.9872), (48, 1.0), (49, 0.9807), (50, 0.9932), (51, 0.9967), (52, 0.9808), (53, 1.0), (54, 0.9827), (55, 0.9864), (56, 0.9886), (57, 0.9999), (58, 1.0), (59, 1.0)]",0.993760345,0.9805,40,1,40,18,58,58
36,Deterministic ,10000,normal,0.25,0.1,30,20,93.56338382,60,1,3,0.98,0,0,0,39.0945,3.5815,1,0.6038,201,"[(0, 0.8689), (1, 0.9987), (2, 0.7196), (6, 1.0), (7, 1.0), (11, 0.6186), (12, 0.6991), (13, 0.5722), (14, 1.0), (15, 0.6521), (16, 0.9984), (17, 0.5702), (18, 0.751), (19, 0.5028), (20, 0.7455), (21, 0.6333), (22, 0.8351), (23, 0.5482), (30, 0.6014999999999999), (31, 0.6869000000000001), (32, 0.48360000000000003), (33, 0.8389), (34, 1.0), (35, 0.7451), (36, 1.0), (37, 0.5406), (38, 0.9045), (39, 1.0), (40, 0.6735), (41, 0.8333), (42, 0.6278), (43, 0.7475), (44, 1.0), (45, 0.9776), (46, 0.7473000000000001), (47, 0.7753), (48, 0.7657), (49, 0.8972), (50, 0.9998), (51, 0.7449), (52, 0.6198), (53, 0.7396), (54, 0.5659000000000001), (55, 0.7573), (56, 0.5574), (57, 1.0), (58, 0.49150000000000005), (59, 0.6874)]",0.765075,0.4836,30,0.25,7,5,12,48
37,Scenario,10000,normal,0.25,0.1,30,20,328.189302,60,1,3,0.98,10,0,0,6.7284,0.0627,0.994,0.0588,81,"[(0, 0.9478), (1, 0.9798), (2, 0.9314), (3, 0.9095), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9472), (11, 0.9902), (12, 0.9547), (15, 0.9741), (16, 0.9751), (17, 0.6957), (18, 0.9075), (19, 0.9468), (20, 0.9761), (24, 0.9946), (25, 1.0), (26, 0.949), (27, 0.9167), (28, 0.9137), (29, 0.8017), (30, 0.926), (31, 0.6755), (32, 0.9718), (33, 0.7402), (34, 0.9766), (35, 1.0), (36, 0.9803), (37, 0.8887), (38, 1.0), (39, 0.8327), (40, 0.95), (41, 0.8974), (42, 0.951), (43, 0.8803), (44, 0.9607), (45, 0.49929999999999997), (46, 0.8331), (47, 0.7717), (48, 0.49660000000000004), (49, 0.7942), (50, 0.8571), (51, 0.9472), (52, 0.9646), (53, 0.7382), (54, 0.9455), (55, 0.9563), (56, 0.953), (57, 0.9838), (58, 0.9998), (59, 0.9983)]",0.905394231,0.4966,30,0.307692308,7,9,16,52
38,EVT,10000,normal,0.25,0.1,40,20,455.9810541,60,1,3,2.05,0,0.25,0.1,0.1875,0.0035,0.2874,0.0065,16,"[(0, 0.9867), (1, 0.9987), (2, 0.9928), (3, 0.9922), (4, 0.999), (5, 1.0), (6, 0.9984), (7, 0.9805), (8, 0.9884), (9, 0.9995), (10, 1.0), (11, 0.9987), (12, 0.996), (13, 0.9985), (14, 1.0), (15, 0.9974), (16, 0.9828), (19, 0.9897), (20, 0.9886), (21, 1.0), (22, 1.0), (23, 0.9978), (24, 0.9982), (25, 1.0), (26, 1.0), (27, 0.9832), (28, 1.0), (29, 0.9889), (30, 0.9909), (31, 1.0), (32, 0.9938), (33, 0.9909), (34, 0.999), (35, 0.9821), (36, 0.9882), (37, 0.9919), (38, 1.0), (39, 0.9948), (40, 0.9975), (41, 0.9947), (42, 0.9921), (43, 0.9926), (44, 0.993), (45, 0.9903), (46, 0.9941), (47, 0.9872), (48, 1.0), (49, 0.9807), (50, 0.9932), (51, 0.9967), (52, 0.9808), (53, 1.0), (54, 0.9827), (55, 0.9864), (56, 0.9886), (57, 0.9999), (58, 1.0), (59, 1.0)]",0.993760345,0.9805,40,1,40,18,58,58
39,Deterministic ,10000,normal,0.25,0.1,40,20,53.47776294,60,1,3,0.98,0,0,0,35.924,1.0536,0.9998,0.2778,159,"[(3, 0.8774), (4, 0.8260000000000001), (5, 1.0), (6, 0.7129), (7, 0.825), (11, 0.6643), (12, 0.7616), (15, 0.5253), (16, 0.7419), (17, 0.5702), (18, 0.751), (19, 0.8486), (20, 1.0), (21, 0.9949), (22, 1.0), (23, 0.9833), (24, 0.4931), (25, 0.976), (26, 0.9769), (27, 0.6283000000000001), (28, 0.8513999999999999), (29, 0.6317999999999999), (30, 0.44010000000000005), (31, 0.6712), (32, 0.7035), (33, 0.7861), (34, 0.8382000000000001), (35, 0.7219), (36, 0.472), (37, 0.5772999999999999), (38, 0.9459), (39, 0.5062), (40, 0.5379), (41, 0.71), (42, 0.7466999999999999), (43, 0.8319), (44, 0.7883), (45, 1.0), (46, 0.6748000000000001), (47, 0.9782), (48, 0.8061), (49, 0.9066), (50, 0.9912), (51, 0.6649), (52, 0.7988), (53, 0.5538000000000001), (54, 1.0), (55, 1.0), (56, 0.5396000000000001), (57, 1.0), (58, 0.8447), (59, 0.9773)]",0.781790385,0.4401,40,0.269230769,13,1,14,52
40,Scenario,10000,normal,0.25,0.1,30,20,4486.641691,60,1,3,0.98,100,0,0,0.6964,0.1285,0.455,0.18,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9594), (7, 1.0), (11, 0.9754), (12, 0.9906), (15, 0.9985), (16, 0.9984), (17, 0.9978), (18, 0.9802), (19, 0.9613), (20, 0.9967), (24, 0.9816), (25, 0.9995), (26, 1.0), (30, 0.9721), (31, 1.0), (32, 0.9972), (33, 1.0), (34, 0.9993), (35, 0.9771), (36, 0.9911), (37, 0.9996), (38, 1.0), (39, 0.9746), (40, 0.9678), (41, 0.9768), (42, 1.0), (43, 0.9761), (44, 0.9607), (45, 0.9943), (46, 0.9919), (47, 1.0), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9942), (53, 0.9955), (54, 0.8983), (55, 0.947), (56, 0.9735), (57, 0.992), (58, 1.0), (59, 0.9983)]",0.986971429,0.8983,30,0.795918367,23,16,39,49
41,EVT,10000,normal,0.25,0.1,40,20,453.4189491,60,1,3,2.05,0,0.25,0.1,0.1875,0.0035,0.2874,0.0065,16,"[(0, 0.9867), (1, 0.9987), (2, 0.9928), (3, 0.9922), (4, 0.999), (5, 1.0), (6, 0.9984), (7, 0.9805), (8, 0.9884), (9, 0.9995), (10, 1.0), (11, 0.9987), (12, 0.996), (13, 0.9985), (14, 1.0), (15, 0.9974), (16, 0.9828), (19, 0.9897), (20, 0.9886), (21, 1.0), (22, 1.0), (23, 0.9978), (24, 0.9982), (25, 1.0), (26, 1.0), (27, 0.9832), (28, 1.0), (29, 0.9889), (30, 0.9909), (31, 1.0), (32, 0.9938), (33, 0.9909), (34, 0.999), (35, 0.9821), (36, 0.9882), (37, 0.9919), (38, 1.0), (39, 0.9948), (40, 0.9975), (41, 0.9947), (42, 0.9921), (43, 0.9926), (44, 0.993), (45, 0.9903), (46, 0.9941), (47, 0.9872), (48, 1.0), (49, 0.9807), (50, 0.9932), (51, 0.9967), (52, 0.9808), (53, 1.0), (54, 0.9827), (55, 0.9864), (56, 0.9886), (57, 0.9999), (58, 1.0), (59, 1.0)]",0.993760345,0.9805,40,1,40,18,58,58
42,Scenario,10000,normal,0.25,0.1,35,20,5739.332299,60,1,3,0.98,100,0,0,0.7758,0.0636,0.6127,0.0952,35,"[(3, 1.0), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9341), (11, 0.9265), (12, 0.9547), (15, 1.0), (16, 0.9984), (19, 0.9613), (20, 0.9967), (24, 0.9886), (25, 1.0), (26, 0.9758), (27, 1.0), (28, 0.9726), (29, 1.0), (30, 0.998), (31, 0.9964), (32, 0.9685), (33, 0.9585), (34, 1.0), (35, 0.9339), (36, 0.9999), (37, 0.9963), (38, 1.0), (39, 0.9432), (40, 0.9678), (41, 0.9468), (42, 1.0), (43, 1.0), (44, 1.0), (45, 0.9719), (46, 1.0), (47, 0.9995), (48, 0.9772), (49, 0.955), (50, 0.997), (51, 0.978), (52, 0.9556), (53, 0.9798), (54, 0.9076), (55, 0.9141), (56, 0.9999), (57, 0.9987), (58, 0.9917), (59, 0.9515)]",0.97807234,0.9076,35,0.617021277,22,7,29,47
43,Deterministic ,10000,normal,0.25,0.1,30,20,94.53881192,60,1,3,0.98,0,0,0,39.0945,3.5815,1,0.6038,201,"[(0, 0.8689), (1, 0.9987), (2, 0.7196), (6, 1.0), (7, 1.0), (11, 0.6186), (12, 0.6991), (13, 0.5722), (14, 1.0), (15, 0.6521), (16, 0.9984), (17, 0.5702), (18, 0.751), (19, 0.5028), (20, 0.7455), (21, 0.6333), (22, 0.8351), (23, 0.5482), (30, 0.6014999999999999), (31, 0.6869000000000001), (32, 0.48360000000000003), (33, 0.8389), (34, 1.0), (35, 0.7451), (36, 1.0), (37, 0.5406), (38, 0.9045), (39, 1.0), (40, 0.6735), (41, 0.8333), (42, 0.6278), (43, 0.7475), (44, 1.0), (45, 0.9776), (46, 0.7473000000000001), (47, 0.7753), (48, 0.7657), (49, 0.8972), (50, 0.9998), (51, 0.7449), (52, 0.6198), (53, 0.7396), (54, 0.5659000000000001), (55, 0.7573), (56, 0.5574), (57, 1.0), (58, 0.49150000000000005), (59, 0.6874)]",0.765075,0.4836,30,0.25,7,5,12,48
44,EVT,10000,normal,0.25,0.1,30,20,1156.630837,60,1,3,2.05,0,0.25,0.1,0.1392,0.0071,0.2467,0.0188,25,"[(3, 0.9866), (4, 0.999), (5, 1.0), (6, 0.9953), (7, 0.9941), (11, 0.9835), (12, 0.9888), (15, 0.9971), (16, 0.9984), (17, 0.9911), (18, 0.9966), (27, 0.9924), (28, 0.997), (29, 0.9959), (30, 0.9911), (31, 0.9817), (32, 0.9896), (33, 0.997), (34, 0.9999), (35, 0.9953), (36, 0.9791), (37, 1.0), (38, 1.0), (39, 0.9995), (40, 0.9849), (41, 0.9929), (42, 0.9978), (43, 0.9926), (44, 0.9986), (45, 0.9891), (46, 0.996), (47, 1.0), (48, 1.0), (49, 0.9873), (50, 0.9874), (51, 0.9923), (52, 0.9803), (53, 0.9949), (54, 0.9925), (55, 0.9949), (56, 0.9948), (57, 0.9987), (58, 0.9862), (59, 0.9866)]",0.993109091,0.9791,30,1,30,14,44,44
45,EVT,10000,normal,0.25,0.1,20,20,280.0000529,60,1,3,2.05,0,0.25,0.1,0.1417,0.005,0.2223,0.0071,20,"[(3, 0.9934), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9857), (11, 0.9981), (12, 0.9924), (15, 0.9935), (16, 0.9984), (19, 0.9802), (20, 0.9967), (30, 0.9965), (31, 0.9874), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9941), (40, 0.9935), (41, 0.995), (42, 0.9825), (43, 0.9947), (44, 0.992), (45, 1.0), (46, 0.9934), (47, 0.9983), (48, 0.9938), (49, 0.9899), (50, 0.9944), (51, 0.9965), (52, 0.983), (53, 0.9822), (54, 0.9866), (55, 1.0), (56, 0.9881), (57, 0.9987), (58, 0.9956), (59, 0.9929)]",0.992968421,0.9802,20,1,20,18,38,38
